Source_ID,Source_Name,Source_E/I,Target_ID,Target_Name,Target_E/I,Type,Layers,Neurite,Neurite ID,Potential synapses,Number of contacts,Probability,Connection?,ES,ES PMID,RefIDs,Notes
1000,DG Granule (+)2201p,E,1005,DG MOLAX (-)3302,I,L,DG:H,DG:All:Both,3,0.00813437,1.87,0.004357591,,,,,
1000,DG Granule (+)2201p,E,1005,DG MOLAX (-)3302,I,L,DG:H,DG:H:Both,15,0.00813437,1.87,0.004357591,,,,,
1000,DG Granule (+)2201p,E,1006,DG Outer Molecular Layer (-)3222,I,L,DG:H,DG:All:Both,3,0.005422306,1.76,0.003073739,,,,,
1000,DG Granule (+)2201p,E,1006,DG Outer Molecular Layer (-)3222,I,L,DG:H,DG:H:Both,15,0.005422306,1.76,0.003073739,,,,,
1000,DG Granule (+)2201p,E,1004,DG Total Molecular Layer (-)3303,I,L,DG:H,DG:All:Both,3,0.0095764,2.27,0.00421952,,,,,
1000,DG Granule (+)2201p,E,1004,DG Total Molecular Layer (-)3303,I,L,DG:H,DG:H:Both,15,0.0095764,2.27,0.00421952,,,,,
1000,DG Granule (+)2201p,E,2000,CA3 Pyramidal (+)23223p,E,p,CA3:SL; CA3:SP,CA3:All:Both,18,5.4632E-05,1.07,5.09824E-05,1,1,2114039; 2230936; 8632800; 8753890; 9478900; 2845578; 24336151;,1002506; 1003102; 1003633; 1004006; 1000480; 1000753; 1000762; 1001009; 1001200; 1001250; 1001742; 1001984; 1001999; 1003036; 1003042; 2000077; 2000078;,
1000,DG Granule (+)2201p,E,2001,CA3 Pyramidal (+)23223p,E,p,CA3:SL; CA3:SP,CA3:SL:Both,27,5.4632E-05,1.07,5.09824E-05,,,,,
1000,DG Granule (+)2201p,E,2004,CA3c Pyramidal (+)03223p,E,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.000210049,1.25,0.000168489,,,,,
1000,DG Granule (+)2201p,E,2005,CA3c Pyramidal (+)03223p,E,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.000210049,1.25,0.000168489,,,,,
1000,DG Granule (+)2201p,E,2017,CA3 Lucidum LAX (-)02310,I,p,CA3:SL,,,,,,1,,,1001009; 1001200; 1003042; 1003051; 2000078;,
1000,DG Granule (+)2201p,E,2017,CA3 Lucidum LAX (-)02310,I,p,CA3:SL,,,,,,1,1,9478900;,,
1000,DG Granule (+)2201p,E,2019,CA3 Spiny Lucidum Dentate-Projecting (-)01320p,I,p,CA3:SL,CA3:All:Both,18,0.000995946,1.69,0.000589346,1,1,19339618;,1000507; 1000519,
1000,DG Granule (+)2201p,E,2020,CA3 Spiny Lucidum Dentate-Projecting (-)01320p,I,p,CA3:SL,CA3:SL:Both,27,0.000995946,1.69,0.000589346,,,,,
1000,DG Granule (+)2201p,E,2035,CA3 Mossy Fiber-Associated ORDEN (-)02332p,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.00024156,1.26,0.000192194,1,,,1003409; 1003762,
1000,DG Granule (+)2201p,E,2036,CA3 Mossy Fiber-Associated ORDEN (-)02332p,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.00024156,1.26,0.000192194,,,,,
1000,DG Granule (+)2201p,E,2043,CA3 Basket (-)22232,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.000131396,1.10,0.000118963,1,1,19339618;,1000486; 1000519; 2000068; 2000069; 2000091;,
1000,DG Granule (+)2201p,E,2043,CA3 Basket (-)22232,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.000131396,1.10,0.000118963,,,,,
1000,DG Granule (+)2201p,E,2044,CA3 Basket CCK+ (-)22232,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.000103185,1.11,9.27962E-05,1,1,19339618;,1000489;,
1000,DG Granule (+)2201p,E,2044,CA3 Basket CCK+ (-)22232,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.000103185,1.11,9.27962E-05,,,,,
1000,DG Granule (+)2201p,E,2046,CA3 Ivy (-)03333,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.000120625,1.16,0.000104113,1,1,19339618;,1000504;,
1000,DG Granule (+)2201p,E,2046,CA3 Ivy (-)03333,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.000120625,1.16,0.000104113,,,,,
1000,DG Granule (+)2201p,E,2036,CA3 Mossy Fiber-Associated (-)03330p-DG_0001,I,p,CA3:SR; CA3:SP,CA3:All:Both,18,0.000242496,1.28,0.000189714,0,0,,2000032;,
1000,DG Granule (+)2201p,E,2036,CA3 Mossy Fiber-Associated (-)03330p-DG_0001,I,p,CA3:SR; CA3:SP,CA3:SL:Both,27,0.000242496,1.28,0.000189714,,,,,
1000,DG Granule (+)2201p,E,2005,CA3 LMR-Targeting (-)33200,I,p,CA3:SL,CA3:All:Both,18,0.000158315,1.21,0.000130811,,,,,
1000,DG Granule (+)2201p,E,2005,CA3 LMR-Targeting (-)33200,I,p,CA3:SL,CA3:SL:Both,27,0.000158315,1.21,0.000130811,,,,,
1000,DG Granule (+)2201p,E,2013,CA3 Lucidum ORAX (-)03311,I,p,CA3:SL,CA3:All:Both,18,0.00031229,1.19,0.000262209,,,,,
1000,DG Granule (+)2201p,E,2013,CA3 Lucidum ORAX (-)03311,I,p,CA3:SL,CA3:SL:Both,27,0.00031229,1.19,0.000262209,,,,,
1000,DG Granule (+)2201p,E,2014,CA3 Lucidum-Radiatum (-)03300,I,p,CA3:SL,CA3:All:Both,18,0.000366306,1.13,0.000325253,,,,,
1000,DG Granule (+)2201p,E,2014,CA3 Lucidum-Radiatum (-)03300,I,p,CA3:SL,CA3:SL:Both,27,0.000366306,1.13,0.000325253,,,,,
1000,DG Granule (+)2201p,E,2028,CA3 Axo-Axonic (-)22232,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,4.97074E-05,1.06,4.68282E-05,,,,,
1000,DG Granule (+)2201p,E,2028,CA3 Axo-Axonic (-)22232,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,4.97074E-05,1.06,4.68282E-05,,,,,
1000,DG Granule (+)2201p,E,2042,CA3 Interneuron Specific Quad (-)03333p,I,p,DG:H; CA3:SL; CA3:SP,,,,,,,,,,
1000,DG Granule (+)2201p,E,2043,CA3 Interneuron Specific Quad (-)03333p,I,p,DG:H; CA3:SL; CA3:SP,,,,,,,,,,
1000,DG Granule (+)2201p,E,2045,CA3 Bistratified (-)03333,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.000457545,1.38,0.000331179,,,,,
1000,DG Granule (+)2201p,E,2045,CA3 Bistratified (-)03333,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.000457545,1.38,0.000331179,,,,,
1000,DG Granule (+)2201p,E,2049,CA3 QuadD-LM (-)12222,I,p,CA3:SL; CA3:SP,CA3:All:Both,18,0.000382589,1.29,0.000296206,,,,,
1000,DG Granule (+)2201p,E,2049,CA3 QuadD-LM (-)12222,I,p,CA3:SL; CA3:SP,CA3:SL:Both,27,0.000382589,1.29,0.000296206,,,,,
1000,DG Granule (+)2201p,E,3000,CA2 Pyramidal (+)2333p,E,p,CA2:SP,CA2:All:Both,36,0.002934883,3.63,0.001,1,1,24336151;,1001984; 2000082;,
1000,DG Granule (+)2201p,E,3000,CA2 Pyramidal (+)2333p,E,p,CA2:SP,CA2:SP:Both,45,0.002934883,3.63,0.001,,,,,
1000,DG Granule (+)2201p,E,3006,CA2 Basket (-)2232,I,p,CA2:SP,CA2:All:Both,36,0.003100301,1.41,0.002,,,,,
1000,DG Granule (+)2201p,E,3006,CA2 Basket (-)2232,I,p,CA2:SP,CA2:SP:Both,45,0.003100301,1.41,0.002,,,,,
1000,DG Granule (+)2201p,E,3007,CA2 Wide-Arbor Basket (-)2232p,I,p,CA3:SP,CA2:All:Both,36,0.003433318,2.62,0.001,,,,,
1000,DG Granule (+)2201p,E,3007,CA2 Wide-Arbor Basket (-)2232p,I,p,CA3:SP,CA2:SP:Both,45,0.003433318,2.62,0.001,,,,,
1000,DG Granule (+)2201p,E,3003,CA2 Bistratified (-)0313p,I,p,CA2:SP,CA2:All:Both,36,0.003361646,2.40,0.001,,,,,
1000,DG Granule (+)2201p,E,3003,CA2 Bistratified (-)0313p,I,p,CA2:SP,CA2:SP:Both,45,0.003361646,2.40,0.001,,,,,
1000,DG Granule (+)2201p,E,3008,CA2 SP-SR (-)0322,I,p,CA2:SP,CA2:All:Both,36,0.002117051,5.22,0.000,,,,,
1000,DG Granule (+)2201p,E,3008,CA2 SP-SR (-)0322,I,p,CA2:SP,CA2:SP:Both,45,0.002117051,5.22,0.000,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1041,DG Hilar Ectopic Granule (+)2203p,E,L,DG:H,DG:All:Both,3,0.003739158,1.561248377,0.00239498,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1041,DG Hilar Ectopic Granule (+)2203p,E,L,DG:H,DG:H:Both,15,0.003739158,1.561248377,0.00239498,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1002,DG Mossy (+)0103,E,L,DG:H,DG:All:Both,3,0.007240101,1.926661323,0.003757848,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1002,DG Mossy (+)0103,E,L,DG:H,DG:H:Both,15,0.007240101,1.926661323,0.003757848,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1043,DG Mossy MOLDEN (+)2323,E,L,DG:H,DG:All:Both,3,0.007944971,2.041662075,0.003891423,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1043,DG Mossy MOLDEN (+)2323,E,L,DG:H,DG:H:Both,15,0.007944971,2.041662075,0.003891423,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1027,DG AIPRIM (-)2333,I,L,DG:H,DG:All:Both,3,0.004781117,2.123051448,0.002252003,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1027,DG AIPRIM (-)2333,I,L,DG:H,DG:H:Both,15,0.004781117,2.123051448,0.002252003,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1010,DG Axo-Axonic (-)2233,I,L,DG:H,DG:All:Both,3,0.002923857,2.045017519,0.001429747,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1010,DG Axo-Axonic (-)2233,I,L,DG:H,DG:H:Both,15,0.002923857,2.045017519,0.001429747,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1035,DG Basket (-)2232,I,L,DG:H,DG:All:Both,3,0.002337424,1.916690897,0.00121951,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1035,DG Basket (-)2232,I,L,DG:H,DG:SG:Both,12,0.002337424,1.916690897,0.00121951,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1036,DG Basket CCK+ (-)2232,I,L,DG:H,DG:All:Both,3,0.006171839,2.975213572,0.002074419,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1036,DG Basket CCK+ (-)2232,I,L,DG:H,DG:SG:Both,12,0.006171839,2.975213572,0.002074419,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1009,DG HICAP (-)2322,I,L,DG:H,DG:All:Both,3,0.002052215,1.699367364,0.001207635,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1009,DG HICAP (-)2322,I,L,DG:H,DG:H:Both,15,0.002052215,1.699367364,0.001207635,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1013,DG HIPP (-)1002,I,L,DG:H,DG:All:Both,3,0.005439087,2.063289861,0.002636124,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1013,DG HIPP (-)1002,I,L,DG:H,DG:H:Both,15,0.005439087,2.063289861,0.002636124,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1026,DG HIPROM (-)1333p,I,L,DG:H,DG:All:Both,3,0.005345632,2.376636164,0.002249243,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1026,DG HIPROM (-)1333p,I,L,DG:H,DG:H:Both,15,0.005345632,2.376636164,0.002249243,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1005,DG MOLAX (-)3302,I,L,DG:H,DG:All:Both,3,0.002616615,1.49090049,0.001755057,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1005,DG MOLAX (-)3302,I,L,DG:H,DG:H:Both,15,0.002616615,1.49090049,0.001755057,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1006,DG Outer Molecular Layer (-)3222,I,L,DG:H,DG:All:Both,3,0.001744214,1.573474648,0.001108511,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1006,DG Outer Molecular Layer (-)3222,I,L,DG:H,DG:H:Both,15,0.001744214,1.573474648,0.001108511,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1004,DG Total Molecular Layer (-)3303,I,L,DG:H,DG:All:Both,3,0.003080478,1.883143941,0.001635817,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,1004,DG Total Molecular Layer (-)3303,I,L,DG:H,DG:H:Both,15,0.003080478,1.883143941,0.001635817,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2000,CA3 Pyramidal (+)23223p,E,p,CA3:SL,CA3:All:Both,18,0.000384258,6.417633163,5.98754E-05,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2000,CA3 Pyramidal (+)23223p,E,p,CA3:SL,CA3:SL:Both,27,0.000384258,6.417633163,5.98754E-05,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2004,CA3c Pyramidal (+)03223p,E,p,CA3:SL,CA3:All:Both,18,0.000910296,6.947139043,0.000131032,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2004,CA3c Pyramidal (+)03223p,E,p,CA3:SL,CA3:SL:Both,27,0.000910296,6.947139043,0.000131032,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2028,CA3 Axo-Axonic (-)22232,I,p,CA3:SL,CA3:All:Both,18,0.001017225,1.81525678,0.000560376,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2028,CA3 Axo-Axonic (-)22232,I,p,CA3:SL,CA3:SL:Both,27,0.001017225,1.81525678,0.000560376,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2043,CA3 Basket (-)22232,I,p,CA3:SL,CA3:All:Both,18,0.000819318,1.424139822,0.000575307,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2043,CA3 Basket (-)22232,I,p,CA3:SL,CA3:SL:Both,27,0.000819318,1.424139822,0.000575307,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2044,CA3 Basket CCK+ (-)22232,I,p,CA3:SL,CA3:All:Both,18,0.000205607,1.833710309,0.000112126,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2044,CA3 Basket CCK+ (-)22232,I,p,CA3:SL,CA3:SL:Both,27,0.000205607,1.833710309,0.000112126,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2045,CA3 Bistratified (-)03333,I,p,CA3:SL,CA3:All:Both,18,0.001136364,2.648276593,0.000429096,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2045,CA3 Bistratified (-)03333,I,p,CA3:SL,CA3:SL:Both,27,0.001136364,2.648276593,0.000429096,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2046,CA3 Ivy (-)03333,I,p,CA3:SL,CA3:All:Both,18,0.000290767,4.504242936,6.45541E-05,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2046,CA3 Ivy (-)03333,I,p,CA3:SL,CA3:SL:Both,27,0.000290767,4.504242936,6.45541E-05,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2005,CA3 LMR-Targeting (-)33200,I,p,CA3:SL,CA3:All:Both,18,0.000285521,6.243807187,4.57287E-05,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2005,CA3 LMR-Targeting (-)33200,I,p,CA3:SL,CA3:SL:Both,27,0.000285521,6.243807187,4.57287E-05,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2013,CA3 Lucidum ORAX (-)03311,I,p,CA3:SL,CA3:All:Both,18,0.000563214,1.601386392,0.000351704,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2013,CA3 Lucidum ORAX (-)03311,I,p,CA3:SL,CA3:SL:Both,27,0.000563214,1.601386392,0.000351704,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2014,CA3 Lucidum-Radiatum (-)03300,I,p,CA3:SL,CA3:All:Both,18,0.000660632,1.299794039,0.000508259,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2014,CA3 Lucidum-Radiatum (-)03300,I,p,CA3:SL,CA3:SL:Both,27,0.000660632,1.299794039,0.000508259,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2019,CA3 Spiny Lucidum Dentate-Projecting (-)01320p,I,p,CA3:SL,CA3:All:Both,18,0.001796184,3.410743517,0.000526625,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2019,CA3 Spiny Lucidum Dentate-Projecting (-)01320p,I,p,CA3:SL,CA3:SL:Both,27,0.001796184,3.410743517,0.000526625,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2036,CA3 Mossy Fiber-Associated (-)03330p-DG_0001,I,p,CA3:SL,CA3:All:Both,18,0.00043734,3.526461912,0.000124017,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2036,CA3 Mossy Fiber-Associated (-)03330p-DG_0001,I,p,CA3:SL,CA3:SL:Both,27,0.00043734,3.526461912,0.000124017,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2035,CA3 Mossy Fiber-Associated ORDEN (-)02332p,I,p,CA3:SL,CA3:All:Both,18,0.000435651,1.800561487,0.000241953,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2035,CA3 Mossy Fiber-Associated ORDEN (-)02332p,I,p,CA3:SL,CA3:SL:Both,27,0.000435651,1.800561487,0.000241953,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2049,CA3 QuadD-LM (-)12222,I,p,CA3:SL,CA3:All:Both,18,0.000269307,2.124904228,0.000126738,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2049,CA3 QuadD-LM (-)12222,I,p,CA3:SL,CA3:SL:Both,27,0.000269307,2.124904228,0.000126738,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2017,CA3 Lucidum LAX (-)02310,I,p,CA3:SL,,,,,,,,,,
1042,DG Hilar Ectopic Granule (+)2203p,E,2018,CA3 Lucidum LAX (-)02311,I,p,CA3:SL,,,,,,,,,,
1040,DG Hilar Ectopic Granule (+)2203p,E,2041,CA3 Interneuron Specific Quad (-)03333p,I,p,DG:H; CA3:SL,,,,,,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2042,CA3 Interneuron Specific Quad (-)03333p,I,p,DG:H; CA3:SL,,,,,,,,,,
1041,DG Hilar Ectopic Granule (+)2203p,E,2042,CA3 Interneuron Specific Quad (-)03333p,I,p,DG:H; CA3:SL,,,,,,,,,,
1001,DG Semilunar Granule (+)2311p,E,1000,DG Granule (+)2201p,E,L,DG:SMi,DG:All:Both,3,0.00075097,3.048406863,0.000246348,,,,,
1001,DG Semilunar Granule (+)2311p,E,1000,DG Granule (+)2201p,E,L,DG:SMi,DG:SMi:Both,9,0.00075097,3.048406863,0.000246348,,,,,
1001,DG Semilunar Granule (+)2311p,E,1041,DG Hilar Ectopic Granule (+)2203p,E,L,DG:SMi; DG:H,DG:All:Both,3,0.017958736,4.900202083,0.005455417,,,,,
1001,DG Semilunar Granule (+)2311p,E,1041,DG Hilar Ectopic Granule (+)2203p,E,L,DG:SMi; DG:H,DG:SMi:Both,9,0.000859714,1.499922574,0.000573172,,,,,
1001,DG Semilunar Granule (+)2311p,E,1041,DG Hilar Ectopic Granule (+)2203p,E,L,DG:SMi; DG:H,DG:H:Both,15,0.017099022,3.500279509,0.004885045,,,,,
1001,DG Semilunar Granule (+)2311p,E,1001,DG Semilunar Granule (+)2311p,E,L,DG:SMi,DG:All:Both,3,0.000673595,2.414207152,0.000279013,,,,,
1001,DG Semilunar Granule (+)2311p,E,1001,DG Semilunar Granule (+)2311p,E,L,DG:SMi,DG:SMi:Both,9,0.000673595,2.414207152,0.000279013,,,,,
1001,DG Semilunar Granule (+)2311p,E,1002,DG Mossy (+)0103,E,L,DG:H,DG:All:Both,3,0.033108694,5.698579096,0.005809991,1,1,18077687;,1002915; 1002918,
1001,DG Semilunar Granule (+)2311p,E,1002,DG Mossy (+)0103,E,L,DG:H,DG:H:Both,15,0.033108694,5.698579096,0.005809991,,,,,
1001,DG Semilunar Granule (+)2311p,E,1043,DG Mossy MOLDEN (+)2323,E,L,DG:SMi; DG:SG; DG:H,DG:All:Both,3,0.037775653,7.006989679,0.00875684,,,,,
1001,DG Semilunar Granule (+)2311p,E,1043,DG Mossy MOLDEN (+)2323,E,L,DG:SMi; DG:SG; DG:H,DG:SMi:Both,9,0.000437645,0.81275168,0.000538473,,0.02056154,,,
1001,DG Semilunar Granule (+)2311p,E,1043,DG Mossy MOLDEN (+)2323,E,L,DG:SMi; DG:SG; DG:H,DG:SG:Both,12,0.001005969,0.56517998,0.00177991,,,,,
1001,DG Semilunar Granule (+)2311p,E,1043,DG Mossy MOLDEN (+)2323,E,L,DG:SMi; DG:SG; DG:H,DG:H:Both,15,0.036332039,5.629058019,0.006454373,,,,,
1001,DG Semilunar Granule (+)2311p,E,1027,DG AIPRIM (-)2333,I,L,DG:SMi; DG:SG; DG:H,DG:All:Both,3,0.023434732,8.384650401,0.005812286,,,,,
1001,DG Semilunar Granule (+)2311p,E,1027,DG AIPRIM (-)2333,I,L,DG:SMi; DG:SG; DG:H,DG:SMi:Both,9,0.000404026,1.246186704,0.00032421,,,,,
1001,DG Semilunar Granule (+)2311p,E,1027,DG AIPRIM (-)2333,I,L,DG:SMi; DG:SG; DG:H,DG:SG:Both,12,0.001166845,0.534978,0.002181109,,,,,
1001,DG Semilunar Granule (+)2311p,E,1027,DG AIPRIM (-)2333,I,L,DG:SMi; DG:SG; DG:H,DG:H:Both,15,0.02186386,6.593485697,0.003315979,,,,,
1001,DG Semilunar Granule (+)2311p,E,1010,DG Axo-Axonic (-)2233,I,L,DG:SMi; DG:SG; DG:H,DG:All:Both,3,0.015329048,9.327878168,0.004187225,,,,,
1001,DG Semilunar Granule (+)2311p,E,1010,DG Axo-Axonic (-)2233,I,L,DG:SMi; DG:SG; DG:H,DG:SMi:Both,9,0.000754434,1.757305344,0.000429313,,,,,
1001,DG Semilunar Granule (+)2311p,E,1010,DG Axo-Axonic (-)2233,I,L,DG:SMi; DG:SG; DG:H,DG:SG:Both,12,0.001203931,0.658349966,0.001828709,,,,,
1001,DG Semilunar Granule (+)2311p,E,1010,DG Axo-Axonic (-)2233,I,L,DG:SMi; DG:SG; DG:H,DG:H:Both,15,0.013370684,6.912222858,0.001934354,,,,,
1001,DG Semilunar Granule (+)2311p,E,1035,DG Basket (-)2232,I,L,DG:SMi; DG:SG; DG:H,DG:All:Both,3,0.012574231,9.824189091,0.00379471,,,,,
1001,DG Semilunar Granule (+)2311p,E,1035,DG Basket (-)2232,I,L,DG:SMi; DG:SG; DG:H,DG:SMi:Both,9,0.000583108,2.815329825,0.000207119,,,,,
1001,DG Semilunar Granule (+)2311p,E,1035,DG Basket (-)2232,I,L,DG:SMi; DG:SG; DG:H,DG:SG:Both,12,0.001302173,0.684876901,0.001901324,,,,,
1001,DG Semilunar Granule (+)2311p,E,1035,DG Basket (-)2232,I,L,DG:SMi; DG:SG; DG:H,DG:H:Both,15,0.01068895,6.323982366,0.001690224,,,,,
1001,DG Semilunar Granule (+)2311p,E,1036,DG Basket CCK+ (-)2232,I,L,DG:SMi; DG:SG; DG:H,DG:All:Both,3,0.03151648,17.24212845,0.00499786,,,,,
1001,DG Semilunar Granule (+)2311p,E,1036,DG Basket CCK+ (-)2232,I,L,DG:SMi; DG:SG; DG:H,DG:SMi:Both,9,0.001103903,4.044994053,0.000272906,,,,,
