ReferenceID,Cell ID,Location in reference,FTQ_ID,Material Used,Firing_Pattern,Firing_Pattern_ID,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Interpretation Notes,Linking Cell ID,Linking PMID,Linking Quote,Linking Quote Location,Linking_pmid_isbn_page
100465171610702,1004,"p4000, Fig7A1",10702,"""Figure 7. Patterns of spike frequency adaptation in interneurons. A, B, Responses of a normally adapting TML [total molecular layer] cell (A) and a nonadapting GCL [granule layer cell] cell (B) to a series of 700 msec depolarizing current pulses are shown. The magnitude of the current injection (in nA) is indicated to the left of each trace. Note that with small-current injections SFA [spike frequency adaptation] is apparent in the normally adapting cell, whereas in the nonadapting cell the rate of spike firing actually increases.""",ASP.,65,[Y:<%1004%>:ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1004,9151716,All necessary morphological evidence is present in this self-same publication.,,
100465171610703,1004,"p4000, Fig7A1",10703,"""Figure 7. Patterns of spike frequency adaptation in interneurons. A, B, Responses of a normally adapting TML [total molecular layer] cell (A) and a nonadapting GCL [granule layer cell] cell (B) to a series of 700 msec depolarizing current pulses are shown. The magnitude of the current injection (in nA) is indicated to the left of each trace. Note that with small-current injections SFA [spike frequency adaptation] is apparent in the normally adapting cell, whereas in the nonadapting cell the rate of spike firing actually increases.""",ASP.,65,[Y:<%1004%>:ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1004,9151716,All necessary morphological evidence is present in this self-same publication.,,
100475171610801,1004,"p4002, Fig8A",10801,"""Figure 8. Changes in spike amplitude and duration during repetitive firing. A, Data from a normally adapting (TML [total molecular layer] cell; top row) and a nonadapting (GCL [granule cell layer] cell; middle row) interneuron and from a granule cell (bottom row). For each cell, a spike train elicited by injected depolarizing current (left column), ... The depolarizing current injection was 0.2 nA for the interneurons and 0.14 nA for the granule cell.""",RASP.NASP,75,[Y:<%1004%>:RASP.NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1004,9151716,All necessary morphological evidence is present in this self-same publication.,,
100475171611002,1004,"p4003, Fig10B",11002,"""Figure 10. AHPs of interneurons. ... B, Bursts of 8-10 spikes (top traces) elicited by a depolarizing current injection (bottom traces) in the cells in A reveal that only the normally adapting interneuron, but not the nonadapting interneuron or the granule cell, is followed by a sAHP [slow afterhyperpolarization].""",RASP.NASP,75,[Y:<%1004%>:RASP.NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1004,9151716,All necessary morphological evidence is present in this self-same publication.,,
100480171611103,1004,"p4003, Fig11C",11103,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. ... C, D, Examples of TML [total molecular layer] cells with normal adaptation showing the two different patterns of discharge. The cell in C displays a continuous firing pattern in response to a 0.2 nA depolarizing current pulse, whereas the cell in D exhibits a discontinuous firing pattern in response to a 0.4 nA depolarizing current pulse.""",RASP.ASP.,80,[Y:<%1004%>:RASP.ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1004,9151716,All necessary morphological evidence is present in this self-same publication.,,
100462171611104,1004,"p4003, Fig11D",11104,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. ... C, D, Examples of TML [total molecular layer] cells with normal adaptation showing the two different patterns of discharge. The cell in C displays a continuous firing pattern in response to a 0.2 nA depolarizing current pulse, whereas the cell in D exhibits a discontinuous firing pattern in response to a 0.4 nA depolarizing current pulse.""",PSTUT,62,[Y:<%1004%>:PSTUT]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1004,9151716,All necessary morphological evidence is present in this self-same publication.,,
100565171610701,1005,"p4000, Fig7A1",10701,"""Figure 7. Patterns of spike frequency adaptation in interneurons. A, B, Responses of a normally adapting TML [total molecular layer] cell (A) and a nonadapting GCL [granule layer cell] cell (B) to a series of 700 msec depolarizing current pulses are shown. The magnitude of the current injection (in nA) is indicated to the left of each trace. Note that with small-current injections SFA [spike frequency adaptation] is apparent in the normally adapting cell, whereas in the nonadapting cell the rate of spike firing actually increases.""",ASP.,65,[Y:<%1005%>:ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100565171610702,1005,"p4000, Fig7A1",10702,"""Figure 7. Patterns of spike frequency adaptation in interneurons. A, B, Responses of a normally adapting TML [total molecular layer] cell (A) and a nonadapting GCL [granule layer cell] cell (B) to a series of 700 msec depolarizing current pulses are shown. The magnitude of the current injection (in nA) is indicated to the left of each trace. Note that with small-current injections SFA [spike frequency adaptation] is apparent in the normally adapting cell, whereas in the nonadapting cell the rate of spike firing actually increases.""",ASP.,65,[Y:<%1005%>:ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100565171610703,1005,"p4000, Fig7A1",10703,"""Figure 7. Patterns of spike frequency adaptation in interneurons. A, B, Responses of a normally adapting TML [total molecular layer] cell (A) and a nonadapting GCL [granule layer cell] cell (B) to a series of 700 msec depolarizing current pulses are shown. The magnitude of the current injection (in nA) is indicated to the left of each trace. Note that with small-current injections SFA [spike frequency adaptation] is apparent in the normally adapting cell, whereas in the nonadapting cell the rate of spike firing actually increases.""",ASP.,65,[Y:<%1005%>:ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100575171610801,1005,"p4002, Fig8A",10801,"""Figure 8. Changes in spike amplitude and duration during repetitive firing. A, Data from a normally adapting (TML [total molecular layer] cell; top row) and a nonadapting (GCL [granule cell layer] cell; middle row) interneuron and from a granule cell (bottom row). For each cell, a spike train elicited by injected depolarizing current (left column), ... The depolarizing current injection was 0.2 nA for the interneurons and 0.14 nA for the granule cell.""",RASP.NASP,75,[Y:<%1005%>:RASP.NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100575171611002,1005,"p4003, Fig10B",11002,"""Figure 10. AHPs of interneurons. ... B, Bursts of 8-10 spikes (top traces) elicited by a depolarizing current injection (bottom traces) in the cells in A reveal that only the normally adapting interneuron, but not the nonadapting interneuron or the granule cell, is followed by a sAHP [slow afterhyperpolarization].""",RASP.NASP,75,[Y:<%1005%>:RASP.NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100580171611103,1005,"p4003, Fig11C",11103,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. ... C, D, Examples of TML [total molecular layer] cells with normal adaptation showing the two different patterns of discharge. The cell in C displays a continuous firing pattern in response to a 0.2 nA depolarizing current pulse, whereas the cell in D exhibits a discontinuous firing pattern in response to a 0.4 nA depolarizing current pulse.""",RASP.ASP.,80,[Y:<%1005%>:RASP.ASP.]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100562171611104,1005,"p4003, Fig11D",11104,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. ... C, D, Examples of TML [total molecular layer] cells with normal adaptation showing the two different patterns of discharge. The cell in C displays a continuous firing pattern in response to a 0.2 nA depolarizing current pulse, whereas the cell in D exhibits a discontinuous firing pattern in response to a 0.4 nA depolarizing current pulse.""",PSTUT,62,[Y:<%1005%>:PSTUT]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1005,9151716,All necessary morphological evidence is present in this self-same publication.,,
100565230710101,1005,"p1975, Fig1A",10101,"""Fig. 1. NPY [neuropeptide Y] does not affect intrinsic membrane properties of CCK [cholecystokinin]-basket cells in the dentate gyrus. (A) The typical regular-spiking accommodating response of a representative CCK-basket cell to a single 1-s, 500-pA depolarizing pulse injected through the patch pipette was not different between baseline (left, black trace) and after NPY application (right, red trace).""",ASP.,65,[Y:<%1005%>:ASP.]{#1},"Ledri M, Nikitidou L, Erdelyi F, Szabo G, Kirik D, Deisseroth K, Kokaia M",Altered profile of basket cell afferent synapses in hyper-excitable dentate gyrus revealed by optogenetic and two-pathway stimulations,European Journal of Neuroscience,2012,22512307,0,,1005,22512307,All necessary morphological evidence is present in this self-same publication.,,
100757220410301,1007,"p1483, Fig3A",10301,"""Figure 3. NGFC [neurogliaform cell] output to GCs [granule cells]. A: Characteristic firing patterns of a dentate NGFC (top traces) and GC (bottom traces) showing the NGFC's slight depolarizing ramp with late firing and unique afterhyperpolarization shape.  """,D.NASP,57,[Y:<%1007%>:D.NASP]{#1},"Armstrong C, Szabadics J, TamÃÂ s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,0,,1007,21452204,All necessary morphological evidence is present in this self-same publication.,,
100857220410301,1008,"p1483, Fig3A",10301,"""Figure 3. NGFC [neurogliaform cell] output to GCs [granule cells]. A: Characteristic firing patterns of a dentate NGFC (top traces) and GC (bottom traces) showing the NGFC's slight depolarizing ramp with late firing and unique afterhyperpolarization shape.  """,D.NASP,57,[Y:<%1008%>:D.NASP]{#1},"Armstrong C, Szabadics J, TamÃÂ s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,0,,1008,21452204,All necessary morphological evidence is present in this self-same publication.,,
100865111710503,1008,"p401, Fig5C",10503,"""FIG. 5. ... (C) The cell fired a single action potential in response to a rheobase current pulse (0.2 nA; left), whereas a stronger depolarizing current (0.4 nA) elicited a train of action potentials showing slight frequency adaptation. Each action potential was followed by a prominent short-latency afterhyperpolarization. Scale bars: ... C, vertical bar 10 mV, horizontal bar 10 ms.""",ASP.,65,[Y:<%1008%>:ASP.]{#1},"Han ZS, Buhl EH, LÃÂrinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,,1008,8261117,All necessary morphological evidence is present in this self-same publication.,,
100965111710101,1009,"p397, Fig1A",10101,"""FIG. 1. Different discharge properties of two morphologically identified types of dentate gyrus neurons. (A) The discharge of a local circuit, non-principal neuron (shown in Fig. 2) following injection of depolarizing current, which evoked a train of action potentials without apparent spikc frequency adaptation. ... Scale bars: A, vertical bar 10 mV and 1 nA, horizontal bar 50 ms""",ASP.,65,[Y:<%1009%>:ASP.]{#1},"Han ZS, Buhl EH, LÃÂrinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,,1009,8261117,All necessary morphological evidence is present in this self-same publication.,,
100956171611101,1009,"p4003, Fig11A",11101,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. A, This IML [inner molecular layer] cell (shown in Fig. 3B) is an example of the response of a nonadapting interneuron to increasing levels of depolarizing current (0.07, 0.1, and 0.2 nA, respectively). SFA [spike frequency adaptation] was not apparent at any level of current injection. This cell fired action potentials in a continuous manner during a depolarizing current pulse. Note that this pattern of discharge remained constant even when the amplitude of the current pulse was increased.""",NASP,56,[Y:<%1009%>:NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1009,9151716,All necessary morphological evidence is present in this self-same publication.,,
100956171611102,1009,"p4003, Fig11A",11102,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. A, This IML [inner molecular layer] cell (shown in Fig. 3B) is an example of the response of a nonadapting interneuron to increasing levels of depolarizing current (0.07, 0.1, and 0.2 nA, respectively). SFA [spike frequency adaptation] was not apparent at any level of current injection. This cell fired action potentials in a continuous manner during a depolarizing current pulse. Note that this pattern of discharge remained constant even when the amplitude of the current pulse was increased.""",NASP,56,[Y:<%1009%>:NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1009,9151716,All necessary morphological evidence is present in this self-same publication.,,
100956171611103,1009,"p4003, Fig11A",11103,"""Figure 11. Frequency-current (F-I) curves and firing patterns of interneurons. A, This IML [inner molecular layer] cell (shown in Fig. 3B) is an example of the response of a nonadapting interneuron to increasing levels of depolarizing current (0.07, 0.1, and 0.2 nA, respectively). SFA [spike frequency adaptation] was not apparent at any level of current injection. This cell fired action potentials in a continuous manner during a depolarizing current pulse. Note that this pattern of discharge remained constant even when the amplitude of the current pulse was increased.""",NASP,56,[Y:<%1009%>:NASP]{#1},"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity,Journal of Neuroscience,1997,9151716,0,,1009,9151716,All necessary morphological evidence is present in this self-same publication.,,
101075521510501,1010,"p1296, Fig5A",10501,"""FIG. 5. Responses of 2 different axo-axonic cells to the injection of suprathreshold depolarizing current pulses. Increasing the current amplitude invariably resulted in higher firing rates. A-C: the majority of cells, here an example from the dentate hilus (membrane potential -64 mV), showed little spike frequency adaptation.""",RASP.NASP,75,[Y:<%1010%>:RASP.NASP]{#1},"Buhl EH, Han ZS, LÃÂrinczi Z, Stezhka VV, Karnup SV, Somogyi P",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus,Journal of Neurophysiology,1994,8035215,0,,1010,8035215,linking is based on authors' claim.,,
101056521510502,1010,"p1296, Fig5B",10502,"""FIG. 5. Responses of 2 different axo-axonic cells to the injection of suprathreshold depolarizing current pulses. Increasing the current amplitude invariably resulted in higher firing rates. A-C: the majority of cells, here an example from the dentate hilus (membrane potential -64 mV), showed little spike frequency adaptation.""",NASP,56,[Y:<%1010%>:NASP]{#1},"Buhl EH, Han ZS, LÃÂrinczi Z, Stezhka VV, Karnup SV, Somogyi P",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus,Journal of Neurophysiology,1994,8035215,0,,1010,8035215,linking is based on authors' claim.,,
101056521510503,1010,"p1296, Fig5C",10503,"""FIG. 5. Responses of 2 different axo-axonic cells to the injection of suprathreshold depolarizing current pulses. Increasing the current amplitude invariably resulted in higher firing rates. A-C: the majority of cells, here an example from the dentate hilus (membrane potential -64 mV), showed little spike frequency adaptation.""",NASP,56,[Y:<%1010%>:NASP]{#1},"Buhl EH, Han ZS, LÃÂrinczi Z, Stezhka VV, Karnup SV, Somogyi P",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus,Journal of Neurophysiology,1994,8035215,0,,1010,8035215,linking is based on authors' claim.,,
101356111710403,1013,"p400, Fig4C",10403,"""FIG. 4. ... (C) Following a short hyperpolarizing pulse the cell fired spontaneously at a steady rate; each action potential was followed by a prominent short-latency afterhyperpolarization. Scale bars: ... C, vertical bar 10 mV and 1 nA, horizontal bar 25 ms.""",NASP,56,[Y:<%1013%>:NASP]{#1},"Han ZS, Buhl EH, LÃÂrinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,,1013,8261117,All necessary morphological evidence is present in this self-same publication.,,
102666742910602,1026,"p1527, Fig6B",10602,"""FIG. 6. Paired morphology and physiology of a spiny hilar interneuron. ... B: responses to a 1-s current injection of +800 pA. Maximum firing (70 Hz) was observed with the +800-pA current injection.""",D.ASP.,66,[Y:<%1026%>:D.ASP.]{#1},"LÃÂbke J, Frotscher M, Spruston N",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata,Journal of Neurophysiology,1998,9497429,0,,1026,9497429,All necessary morphological evidence is present in this self-same publication.,,
102758742910902,1027,"p1530, Fig9B",10902,"""FIG. 9. Paired morphology and physiology of an aspiny hilar interneuron. ... B: responses to 1-s current injections of +200 and -50 pA. Maximum firing (58 Hz) was observed with the +200-pA current injection""",ASP.NASP,58,[Y:<%1027%>:ASP.NASP]{#1},"LÃÂbke J, Frotscher M, Spruston N",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata,Journal of Neurophysiology,1998,9497429,0,,1027,9497429,All necessary morphological evidence is present in this self-same publication.,,
103556062410102,1035,"p8200, Fig1B1",10102,"""Figure 1. Morphological, physiological, and synaptic characteristics of perisomatic and dendritic inhibitory interneurons in rodent dentate gyrus. ...B, Passive and active membrane properties of identified BCs [basket cells](B1), HICAPs (B2), and HIPPs (B3). B1-B3, Top traces, Voltage trajectories of cell pairs shown in A during 1-s-long current injections (-100, -50, 300 - 800 pA).""",NASP,56,[Y:<%1035%>:NASP]{#1},"Savanthrapadian S, Meyer T, Elgueta C, Booker SA, Vida I, Bartos M",Synaptic properties of SOM- and CCK-expressing cells in dentate gyrus interneuron networks,Journal of Neuroscience,2014,24920624,0,,1035,24920624,All necessary morphological evidence is present in this self-same publication.,,
103556062410103,1035,"p8200, Fig1B1",10103,"""Figure 1. Morphological, physiological, and synaptic characteristics of perisomatic and dendritic inhibitory interneurons in rodent dentate gyrus. ...B, Passive and active membrane properties of identified BCs [basket cells](B1), HICAPs (B2), and HIPPs (B3). B1-B3, Top traces, Voltage trajectories of cell pairs shown in A during 1-s-long current injections (-100, -50, 300 - 800 pA).""",NASP,56,[Y:<%1035%>:NASP]{#1},"Savanthrapadian S, Meyer T, Elgueta C, Booker SA, Vida I, Bartos M",Synaptic properties of SOM- and CCK-expressing cells in dentate gyrus interneuron networks,Journal of Neuroscience,2014,24920624,0,,1035,24920624,All necessary morphological evidence is present in this self-same publication.,,
104179095211004,1041,"p1025, Fig10D",11004,"""Fig. 10. Recordings from an EGC [ectopic granule cell] in a slice of a control rat. ... D. Responses to increasing current pulses (from left to right) demonstrate strong spike frequency adaptation of a granule cell.""",RASP.,79,[Y:<%1041%>:RASP.]{#1},"Scharfman HE, Sollas AE, Berger RE, Goodman JH, Pierce JP",Perforant path activation of ectopic granule cells that are born after pilocarpine-induced seizures,Neuroscience,2003,14580952,0,,1041,14580952,All necessary morphological evidence is present in this self-same publication.,,
104165440910601,1041,"p1207, Fig6A1",10601,"""Figure 6. Comparative physiology of hilar EGCs [ectopic granule cells]. A: Representative examples of directly-evoked APs [action potentials] are shown for two different hilar EGCs (1,2). To evaluate spike frequency adaptation, higher currents were injected as previously described (Scharfman et al., 2000). For each cell the AP evoked at threshold is on the left and the response to increased current injection is on the right.""",ASP.,65,[Y:<%1041%>:ASP.]{#1},"Pierce JP, McCloskey DP, Scharfman HE",Morphometry of hilar ectopic granule cells in the rat,Journal of Comparative Neurology,2011,21344409,0,,1041,21344409,All necessary morphological evidence is present in this self-same publication.,,
104155440910602,1041,"p1207, Fig6A2",10602,"""Figure 6. Comparative physiology of hilar EGCs [ectopic granule cells]. A: Representative examples of directly-evoked APs [action potentials] are shown for two different hilar EGCs (1,2). To evaluate spike frequency adaptation, higher currents were injected as previously described (Scharfman et al., 2000). For each cell the AP evoked at threshold is on the left and the response to increased current injection is on the right.""",TSWB.SLN,55,[Y:<%1041%>:TSWB.SLN]{#1},"Pierce JP, McCloskey DP, Scharfman HE",Morphometry of hilar ectopic granule cells in the rat,Journal of Comparative Neurology,2011,21344409,0,,1041,21344409,All necessary morphological evidence is present in this self-same publication.,,
