,,,,,,,,,,,0,Q = v1.9 in vivo added Rank 4-5 active types that will disappear after v2.0 merger approvals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Class Status,Cell number,unique ID,Subregion,E/I,"Axonal-dendritic pattern (ax=1, de=2)",p,Projection patterning,Hippocampome neuronal  class,Hippocampome neuronal class abbreviation,Proposed NIF neuronal class,All-in-one class,Supertype_ID,Supertype_descriptor,Supertype,Rank,1 ref?,ABC ordering,subclassesm=markerse=ephys  b=both,Also known as (AKA),Abbreviation expansions,PC flag,Soma location,Soma PCL flag,Ax/De PCL flag,Perisomatic targeting flag,MEC/LEC flag,IS flag,Defining / background references,Supplemental PMIDs,Neurites \ Layer ID->,L101,L102,L103,L104,L201,L202,L203,L204,L205,L301,L302,L303,L304,L401,L402,L403,L404,L501,L502,L503,L601,L602,L603,L604,L605,L606,Notes,
N,1000,1000,DG,E,2201,p,CA3_00110-CA2_0010,DG Granule,GC,DG (e)2201p-CA3_00110-CA2_0010 Granule,DG (e)2201p (00S0) Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,1,0,1000,N,,,1,"stratum granulosum (3600, 3627, 60225, 180108, 611096, 611098, 611102, 611103, 611107, 611108, 611109, 611112, 611117, 611118, 611295, 611371, 611459, 611670, 611698, 611900, 612032, 612036, 612132, 612133, 612475, 612595, 612597, 612603, 612624, 630541)",1,0,0,0,-1,GC citations,"9497429, 23420672",axons,,,,"366, 408, 411, 1033, 1042, 1045, 1406, 3090, 3094, 3103, 3606, 3633, 60225, 170018, 180108, 611037, 611042, 611043, 611044, 611099, 611101, 611102, 611103, 611107, 611108, 611109, 611112, 611113, 611115, 611116, 611118, 611295, 611372, 611378, 611380, 611459, 611670, 611696, 611698, 611700, 611704, 611812, 611852, 611900, 611992, 612005, 612011, 612012, 612022, 612031, 612032, 612035, 612036, 612131, 612132, 612133, 612180, 612274, 612275, 612474, 612475, 612532, 612577, 612579, 612587, 612595, 612597, 612603, 612621, 612624, 630501, 630577, 700208, 700664, 700666, 700796",,,"1015, 1042, 2700, 3036, 3042, 3051, 3096, 3600, 3633, 3759, 60225, 170103, 611038, 611041, 611043, 611100, 611104, 611106, 611110, 611111, 611115, 611116, 611117, 611118, 611295, 611372, 611706, 611708, 611710, 611812, 611816, 611818, 612002, 612003, 612006, 612007, 612033, 612034, 612132, 612133, 612475, 612580, 612581, 612595, 612603, 612621, 630541","1015, 170103, 611100, 611102, 611103, 611104, 611107, 611110, 611111, 611112, 611115, 611116, 611117, 611118, 611710, 612002, 612003, 612007, 612034, 612580, 612581, 612595, 612603",,,,"630438, 630440, 630442, 630444, 630446, 630448, 630450, 630452, 630454, 630456, 630458, 630460, 630462, 630464, 630466, 630468, 630470, 630472, 630474, 630476, 630478",,,,,,,,,"""-2730""","""-2730""","""-2730""","""-2730""","""-2730""","""-2730""",,
N,1000,1000,DG,E,2201,p,CA3_00110-CA2_0010,DG Granule,GC,DG (e)2201p-CA3_00110-CA2_0010 Granule,DG (e)2201p (00S0) Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,1,0,1000,N,,,1,"stratum granulosum (3600, 3627, 60225, 180108, 611096, 611098, 611102, 611103, 611107, 611108, 611109, 611112, 611117, 611118, 611295, 611371, 611459, 611670, 611698, 611900, 612032, 612036, 612132, 612133, 612475, 612595, 612597, 612603, 612624, 630541)",1,0,0,0,-1,GC citations,"9497429, 23420672",dendrites,"393, 1330, 3081, 3627, 60222, 60225, 611094, 611096, 611097, 611102, 611103, 611107, 611112, 611118, 611122, 611123, 611124, 611126, 611127, 611128, 611131, 611132, 611133, 611134, 611295, 611374, 611381, 611459, 611464, 611656, 611670, 611688, 611860, 611900, 612132, 612133, 612150, 612151, 612181, 612475, 612532, 612575, 612591, 612593, 612594, 612595, 612597, 612603, 630501, 630635, 630671, 630775","381, 429, 441, 1306, 1409,  3081, 3105, 3627, 60222, 60225, 80110, 170019, 611094, 611095, 611096, 611097, 611098, 611102, 611103, 611107, 611108, 611109, 611112, 611118, 611122, 611123, 611125, 611126, 611127, 611129, 611130, 611133, 611134, 611135, 611295, 611374, 611379, 611386, 611459, 611670, 611680, 611900, 612032, 612132, 612133, 612151, 612475, 612532, 612575, 612595, 612597, 612603, 612624, 630511",,"""-3606, -612618, -612625""",,,,,,,,,,"""-612051, -630781""","""-612051, -630781""","""-612051, -630781""","""-612051, -630781""","""-612051, -630781""","""-612051, -630781""","""-612051, -630781""",,,,,,,,
N,1000,1000,DG,E,2201,p,CA3_00110-CA2_0010,DG Granule,GC,DG (e)2201p-CA3_00110-CA2_0010 Granule,DG (e)2201p (00S0) Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,1,0,1000,N,,,1,"stratum granulosum (3600, 3627, 60225, 180108, 611096, 611098, 611102, 611103, 611107, 611108, 611109, 611112, 611117, 611118, 611295, 611371, 611459, 611670, 611698, 611900, 612032, 612036, 612132, 612133, 612475, 612595, 612597, 612603, 612624, 630541)",1,0,0,0,-1,GC citations,"9497429, 23420672",somata,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
S,1001,1101,DG,E,3100,p,CA3_11000-CA2_1100-CA1_1100,DG Cajal-Retzius Projecting,,,DG (e)3000p (S000) Local-Projecting Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,10,1,11003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,1001,1101,DG,E,3100,p,CA3_11000-CA2_1100-CA1_1100,DG Cajal-Retzius Projecting,,,DG (e)3000p (S000) Local-Projecting Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,10,1,11003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,1001,1101,DG,E,3100,p,CA3_11000-CA2_1100-CA1_1100,DG Cajal-Retzius Projecting,,,DG (e)3000p (S000) Local-Projecting Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,10,1,11003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,1002,1093,DG,E,3000,p,CA1_1000,DG Local-Projecting Cajal-Retzius,DG lpC-R,DG (e)3000p-CA1_1000 Local-Projecting Cajal-Retzius,DG (e)3000p (S000) Local-Projecting Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,5,1,1005,packet,,,1,outer stratum moleculare (631324),0,0,0,0,-1,,,axons,631324,,,,,,,,,,,,,631324,,,,,,,,,,,,,,
P,1002,1093,DG,E,3000,p,CA1_1000,DG Local-Projecting Cajal-Retzius,DG lpC-R,DG (e)3000p-CA1_1000 Local-Projecting Cajal-Retzius,DG (e)3000p (S000) Local-Projecting Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,5,1,1005,packet,,,1,outer stratum moleculare (631324),0,0,0,0,-1,,,dendrites,631324,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,1002,1093,DG,E,3000,p,CA1_1000,DG Local-Projecting Cajal-Retzius,DG lpC-R,DG (e)3000p-CA1_1000 Local-Projecting Cajal-Retzius,DG (e)3000p (S000) Local-Projecting Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,5,1,1005,packet,,,1,outer stratum moleculare (631324),0,0,0,0,-1,,,somata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,1003,1050,DG,E,3000,,,DG Cajal-Retzius,DG C-R,DG (e)3000 Cajal-Retzius,DG (e)3000 (S000) Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,5,1,1004,packet,,,1,outer stratum moleculare (631398),0,0,0,0,-1,,,axons,631398,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,1003,1050,DG,E,3000,,,DG Cajal-Retzius,DG C-R,DG (e)3000 Cajal-Retzius,DG (e)3000 (S000) Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,5,1,1004,packet,,,1,outer stratum moleculare (631398),0,0,0,0,-1,,,dendrites,631398,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,1003,1050,DG,E,3000,,,DG Cajal-Retzius,DG C-R,DG (e)3000 Cajal-Retzius,DG (e)3000 (S000) Cajal-Retzius,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,5,1,1004,packet,,,1,outer stratum moleculare (631398),0,0,0,0,-1,,,somata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,1004,1043,DG,E,2323,,,DG Mossy MOLDEN,MC MOLDEN,DG (e)2323 Mossy MOLDEN,DG (e)2323 (000S) Mossy MOLDEN,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,5,0,1007,M,,,1,"hilus (612684, 612688, 612691, 612697, 612698, 612700, 612701, 612703, 612704)",1,0,0,0,-1,,,axons,,"612685, 612691, 612692, 612700, 630623",,"612689, 612691, 612700, 630621",,,,,,,,,,,,,,,,,,,,,,,,
M,1004,1043,DG,E,2323,,,DG Mossy MOLDEN,MC MOLDEN,DG (e)2323 Mossy MOLDEN,DG (e)2323 (000S) Mossy MOLDEN,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,5,0,1007,M,,,1,"hilus (612684, 612688, 612691, 612697, 612698, 612700, 612701, 612703, 612704)",1,1,0,0,-1,,,dendrites,"612691, 612697, 612698, 612700, 612701, 612704","612691, 612697, 612698, 612700, 612701, 612703, 612704","612691, 612700","612688, 612691, 612697, 612700, 612703, 612704",,,,,,,,,,,,,,,,,,,,,,,,
M,1004,1043,DG,E,2323,,,DG Mossy MOLDEN,MC MOLDEN,DG (e)2323 Mossy MOLDEN,DG (e)2323 (000S) Mossy MOLDEN,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,5,0,1007,M,,,1,"hilus (612684, 612688, 612691, 612697, 612698, 612700, 612701, 612703, 612704)",1,1,0,0,-1,,,somata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
N,1005,1001,DG,E,2311,p,CA3_00100,DG Semilunar Granule,SGC,DG (e)2311p-CA3_00100 Semilunar Granule,DG (e)2311p (0S00) Semilunar Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,3,0,1003,N,,,1,"inner stratum moleculare (611458, 611460, 611602, 611604, 611606, 611614, 630000, 630348)",0,1,0,0,-1,SGC citations,22396425,axons,,"611462, 630000, 630348","611462, 630000","611460, 611462, 611602, 611604, 611608, 611610, 611612, 611614, 630348",,,630348,,,,,,,,,,,,,,,,,,,,,
N,1005,1001,DG,E,2311,p,CA3_00100,DG Semilunar Granule,SGC,DG (e)2311p-CA3_00100 Semilunar Granule,DG (e)2311p (0S00) Semilunar Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,3,0,1003,N,,,1,"inner stratum moleculare (611458, 611460, 611602, 611604, 611606, 611614, 630000, 630348)",0,0,0,0,-1,SGC citations,22396425,dendrites,"611460, 611467, 611602, 611604, 611606, 611614, 630495","611467, 630000, 630348",,,,,,,,,,,,,,,,,,,,,,,,,,
N,1005,1001,DG,E,2311,p,CA3_00100,DG Semilunar Granule,SGC,DG (e)2311p-CA3_00100 Semilunar Granule,DG (e)2311p (0S00) Semilunar Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,3,0,1003,N,,,1,"inner stratum moleculare (611458, 611460, 611602, 611604, 611606, 611614, 630000, 630348)",0,0,0,0,-1,SGC citations,22396425,somata,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
P,1006,1047,DG,E,2203,p,CA3_00100,DG ABI Granule,DG ABI-GC,DG (e)2203p-CA3_00100 Adult-Born Immature Granule,DG (e)2203p (00S0) Adult-Born Immature Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,5,0,1001,N,,,1,"stratum granulosum (630572, 630574)",1,0,0,0,-1,,,axons,,,,630572,,,630572,,,,,,,,,,,,,,,,,,,,,
P,1006,1047,DG,E,2203,p,CA3_00100,DG ABI Granule,DG ABI-GC,DG (e)2203p-CA3_00100 Adult-Born Immature Granule,DG (e)2203p (00S0) Adult-Born Immature Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,5,0,1001,N,,,1,"stratum granulosum (630572, 630574)",1,0,0,0,-1,,,dendrites,"630570, 630574, 630580","630570, 630572, 630574, 630580",,630582,,,,,,,,,,,,,,,,,,,,,,,,
P,1006,1047,DG,E,2203,p,CA3_00100,DG ABI Granule,DG ABI-GC,DG (e)2203p-CA3_00100 Adult-Born Immature Granule,DG (e)2203p (00S0) Adult-Born Immature Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,5,0,1001,N,,,1,"stratum granulosum (630572, 630574)",1,0,0,0,-1,,,somata,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
M,1007,1041,DG,E,2203,p,CA3_00100,DG Hilar Ectopic Granule,HEGC,DG (e)2203p-CA3_00100 Hilar Ectopic Granule,DG (e)2203p (000S) Hilar Ectopic Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,5,0,1002,M,,,1,"hilus (612650, 612651, 612654, 612658, 612659, 612662, 612663, 612667, 612669, 612670, 612671, 612672)",1,0,0,0,-1,,,axons,,,,"612650, 612658, 612670, 612672",,,612670,,,,,,,,,,,,,,,,,,,,,
M,1007,1041,DG,E,2203,p,CA3_00100,DG Hilar Ectopic Granule,HEGC,DG (e)2203p-CA3_00100 Hilar Ectopic Granule,DG (e)2203p (000S) Hilar Ectopic Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,5,0,1002,M,,,1,"hilus (612650, 612651, 612654, 612658, 612659, 612662, 612663, 612667, 612669, 612670, 612671, 612672)",1,0,0,0,-1,,,dendrites,"612658, 612670, 612672","612650, 612658, 612670, 612672",,"612650, 612658, 612667, 612668, 612669, 612670, 612672",,,,,,,,,,,,,,,,,,,,,,,,
M,1007,1041,DG,E,2203,p,CA3_00100,DG Hilar Ectopic Granule,HEGC,DG (e)2203p-CA3_00100 Hilar Ectopic Granule,DG (e)2203p (000S) Hilar Ectopic Granule,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,5,0,1002,M,,,1,"hilus (612650, 612651, 612654, 612658, 612659, 612662, 612663, 612667, 612669, 612670, 612671, 612672)",1,0,0,0,-1,,,somata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Y,1008,1077,DG,E,2201,p,CA3_00100,Semilunar Granule,SGC,,,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,10,1,11003,packet,,,1,inner startum moleculare (630922),0,0,0,0,-1,,,axons,,,,630922,,,630922,,,,,,,,,,,,,,,,,,,,,
Y,1008,1077,DG,E,2201,p,CA3_00100,Semilunar Granule,SGC,,,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,10,1,11003,packet,,,1,inner startum moleculare (630922),0,0,0,0,-1,,,dendrites,630922,630922,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,1008,1077,DG,E,2201,p,CA3_00100,Semilunar Granule,SGC,,,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,10,1,11003,packet,,,1,inner startum moleculare (630922),0,0,0,0,-1,,,somata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,1009,1079,DG,E,2001,p,CA3_00110,dGC,,,,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,10,1,11002,packet,,,1,outer stratum moleculare (631042),0,0,0,0,-1,,,axons,,,,631042,,,631042,631042,,,,,,,,,,,,,,,,,,,,
Y,1009,1079,DG,E,2001,p,CA3_00110,dGC,,,,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,10,1,11002,packet,,,1,outer stratum moleculare (631042),0,0,0,0,-1,,,dendrites,631042,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,1009,1079,DG,E,2001,p,CA3_00110,dGC,,,,S010101,Glutamatergic GC:Granule:DG,S010101:Glutamatergic GC:Granule:DG,10,1,11002,packet,,,1,outer stratum moleculare (631042),0,0,0,0,-1,,,somata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,1010,1068,DG,E,2000,,,Cajal-Retzius,C-R,,,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,10,1,11006,,,,1,,0,0,0,0,-1,,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,1010,1068,DG,E,2000,,,Cajal-Retzius,C-R,,,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,10,1,11006,,,,1,,0,0,0,0,-1,,,dendrites,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,1010,1068,DG,E,2000,,,Cajal-Retzius,C-R,,,S030301,Glutamatergic C-R:Cajal-Retzius:DG,S030301:Glutamatergic C-R:Cajal-Retzius:DG,10,1,11006,,,,1,,0,0,0,0,-1,,,somata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,1011,1054,DG,E,223,,,MC,MC,,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11008,,,,1,hilus (630932),0,1,0,0,-1,,,axons,,,,630932,,,,,,,,,,,,,,,,,,,,,,,,
X,1011,1054,DG,E,223,,,MC,MC,,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11008,,,,1,hilus (630932),0,0,0,0,-1,,,dendrites,,630932,630932,630932,,,,,,,,,,,,,,,,,,,,,,,,
X,1011,1054,DG,E,223,,,MC,MC,,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11008,,,,1,hilus (630932),0,0,0,0,-1,,,somata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
X,1012,1032,DG,E,123,p,CA3_02222,MC proj,MC proj,Dentate gyrus mossy cells,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11010,packet,,,1,hilus (630943),0,0,0,0,-1,MC citations,8309524,axons,,630924,,630924,,,,,,,,,,,,,,,,,,,,,,,,
X,1012,1032,DG,E,123,p,CA3_02222,MC proj,MC proj,Dentate gyrus mossy cells,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11010,packet,,,1,hilus (630943),0,1,0,0,-1,MC citations,8309524,dendrites,,,630924,630924,,630924,630924,630924,630924,,,,,,,,,,,,,,,,,,,
X,1012,1032,DG,E,123,p,CA3_02222,MC proj,MC proj,Dentate gyrus mossy cells,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11010,packet,,,1,hilus (630943),0,1,0,0,-1,MC citations,8309524,somata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
N,1013,1002,DG,E,103,,,DG Mossy,MC,DG (e)0103 Mossy,DG (e)0103 (000S) Mossy,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,2,0,1006,N,,,1,"hilus (375, 1321, 3099, 60237, 80125, 611018, 611019, 611047, 611050, 611054, 611055, 611056, 611057, 611058, 611073, 611077, 611078, 611081, 611090, 611296, 611365, 611369, 611378, 611399, 611463, 611465, 611678, 611684, 611810, 611814, 612016, 612106, 612112, 612113, 612278, 612476, 612479, 612488, 612574, 612584, 612586, 612600, 612601, 612605, 630333, 630543, 630859, 750110, 750112)",1,0,0,0,-1,MC citations,23420672,axons,,"375, 3081, 3105, 3642, 60237, 611047, 611052, 611053, 611054, 611055, 611057, 611058, 611059, 611066, 611070, 611076, 611077, 611081, 611082, 611086, 611087, 611088, 611089, 611090, 611092, 611093, 611296, 611379, 611681, 611684, 611814, 611819, 611994, 612015, 612023, 612276, 612586, 612600, 612605, 612695, 630333, 630485, 630543, 630677, 630793, 750110, 750112",,"3105, 3642, 60237, 80390, 90920, 611024, 611051, 611054, 611055, 611056, 611057, 611058, 611066, 611075, 611077, 611081, 611082, 611083, 611084, 611085, 611089, 611090, 611093, 611296, 611379, 611399, 611684, 611814, 611994, 612015, 612023, 612109, 612276, 612472, 612476, 612477, 612479, 612488, 612600, 612601, 612605, 612696, 750110, 750112",,,,,,,,,,,,,,,,,,,,,,,,
N,1013,1002,DG,E,103,,,DG Mossy,MC,DG (e)0103 Mossy,DG (e)0103 (000S) Mossy,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,2,0,1006,N,,,1,"hilus (375, 1321, 3099, 60237, 80125, 611018, 611019, 611047, 611050, 611054, 611055, 611056, 611057, 611058, 611073, 611077, 611078, 611081, 611090, 611296, 611365, 611369, 611378, 611399, 611463, 611465, 611678, 611684, 611810, 611814, 612016, 612106, 612112, 612113, 612278, 612476, 612479, 612488, 612574, 612584, 612586, 612600, 612601, 612605, 630333, 630543, 630859, 750110, 750112)",1,0,0,0,-1,MC citations,23420672,dendrites,,,,"375, 1342, 1400, 3094, 3099, 3102, 3636, 60237, 60372, 80140, 120045, 170018, 611018, 611019, 611022, 611050, 611052, 611054, 611055, 611056, 611057, 611058, 611069, 611073, 611077, 611078, 611081, 611090, 611296, 611366, 611369, 611370, 611378, 611391, 611399, 611463, 611465, 611678, 611684, 611814, 611992, 612107, 612112, 612113, 612177, 612275, 612476, 612479, 612488, 612576, 612578, 612585, 612600, 612601, 612605, 630463, 630515, 630579, 630681, 630683, 630687, 630695, 630769, 630861, 700000, 750110, 750112",,,,,,,,,,,,,,,,,,,,,,,,
N,1013,1002,DG,E,103,,,DG Mossy,MC,DG (e)0103 Mossy,DG (e)0103 (000S) Mossy,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,2,0,1006,N,,,1,"hilus (375, 1321, 3099, 60237, 80125, 611018, 611019, 611047, 611050, 611054, 611055, 611056, 611057, 611058, 611073, 611077, 611078, 611081, 611090, 611296, 611365, 611369, 611378, 611399, 611463, 611465, 611678, 611684, 611810, 611814, 612016, 612106, 612112, 612113, 612278, 612476, 612479, 612488, 612574, 612584, 612586, 612600, 612601, 612605, 630333, 630543, 630859, 750110, 750112)",1,0,0,0,-1,MC citations,23420672,somata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Y,1014,1092,DG,E,13,,,mossy,,,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11009,packet,,,1,hilus (631170),0,1,0,0,-1,,,axons,,,631170,631170,,,,,,,,,,,,,,,,,,,,,,,,
Y,1014,1092,DG,E,13,,,mossy,,,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11009,packet,,,1,hilus (631170),0,0,0,0,-1,,,dendrites,,,,631170,,,,,,,,,,,,,,,,,,,,,,,,
Y,1014,1092,DG,E,13,,,mossy,,,,S020201,Glutamatergic MC:Mossy:DG,S020201:Glutamatergic MC:Mossy:DG,10,1,11009,packet,,,1,hilus (631170),0,0,0,0,-1,,,somata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
