ReferenceID,Cell ID,Location in reference,FTQ_ID,Material Used,Ephys Parameters Extracted,Ephys_Paramaters_ID,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Interpretation Notes,Linking Cell ID,Linking PMID,Linking Quote,Linking Quote Location,Linking_pmid_isbn_page,1
100005742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",fAHP,05,[Y:<%1000%>:fAHP]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,,,,,,,
100008742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",maxFR,08,[Y:<%1000%>:maxFR]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,,,,,,,
100002742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",Rin,02,[Y:<%1000%>:Rin]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,,,,,,,
100010742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",sag,10,[Y:<%1000%>:sag]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).",,,,,,
100009742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",sAHP,09,[Y:<%1000%>:sAHP]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,,,,,,,
100003742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",tau,03,[Y:<%1000%>:tau]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,,,,,,,
100001742920100,1000,"p1521, Tab1",20100,"""Table 1: Physiological properties of neurons <% 1000 %> in the hilus and fascia dentata of the hippocampal formation""",Vrest,01,[Y:<%1000%>:Vrest]{#1},"Lübke J, Frotscher M, Spruston N.",Specialized electrophysiological properties of anatomically identified neurons in the hilar region of the rat fascia dentata.,Journal of Neuroscience,1998,9497429,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",,,,,,
100009111710102,1000,"p397, Fig1B",10102,"""FIG. 1. Different discharge properties of two morphologically identified types of dentate gyrus neurons. ... (B) In contrast, a morphologically identified (not shown) granule cell <% 1000 %> was characterized by a marked attenuation of its firing rate in response to a 200-ms depolarizing pulse. Note the presence of a long-lasting postburst afterhyperpolarization in the granule cell. Scale bars: ... B, vertical bar 15 mV and 1.5 nA, horizontal bar 25 ms.""",sAHP,09,[Y:<%1000%>:sAHP]{#1},"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,,1000,8261117,All necessary morphological evidence is present in this self-same publication.,,,379
100004111710102,1000,"p397, Fig1B",10102,"""FIG. 1. Different discharge properties of two morphologically identified types of dentate gyrus neurons. ... (B) In contrast, a morphologically identified (not shown) granule cell was characterized by a marked attenuation of its firing rate in response to a 200-ms depolarizing pulse. Note the presence of a long-lasting postburst afterhyperpolarization in the granule cell. Scale bars: ... B, vertical bar 15 mV and 1.5 nA, horizontal bar 25 ms.""",Vthresh,04,[Y:<%1000%>:Vthresh]{#1},"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",1000,8261117,Linking is based on authors' claim.,,,
100005111710102,1000,"p397, Fig1B",10102,"""FIG. 1. Different discharge properties of two morphologically identified types of dentate gyrus neurons. ... (B) In contrast, a morphologically identified (not shown) granule cell was characterized by a marked attenuation of its firing rate in response to a 200-ms depolarizing pulse. Note the presence of a long-lasting postburst afterhyperpolarization in the granule cell. Scale bars: ... B, vertical bar 15 mV and 1.5 nA, horizontal bar 25 ms.""",fAHP,05,[Y:<%1000%>:fAHP]{#1},"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,,1000,8261117,Linking is based on authors' claim.,,,
100006111710102,1000,"p397, Fig1B",10102,"""FIG. 1. Different discharge properties of two morphologically identified types of dentate gyrus neurons. ... (B) In contrast, a morphologically identified (not shown) granule cell was characterized by a marked attenuation of its firing rate in response to a 200-ms depolarizing pulse. Note the presence of a long-lasting postburst afterhyperpolarization in the granule cell. Scale bars: ... B, vertical bar 15 mV and 1.5 nA, horizontal bar 25 ms.""",APampl,06,[Y:<%1000%>:APampl]{#1},"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",1000,8261117,Linking is based on authors' claim.,,,
100004086010101,1000,"p562, Fig1A",10101,"""Figure 1. Identiﬁcation of CA2 Pyramidal Neurons (A) Typical ﬁring of CA1 <% 4000 %>, CA2 <% 3000 %>, and CA3 <% 2000 %> pyramidal neurons in response to a 1 s depolarizing current step. Inset shows an expanded trace to illustrate that the slow hyperpolarizing potential following the action potential in CA1 neurons (arrow) is lacking in CA2 neurons.""",Vthresh,04,[Y:<%1000%>:Vthresh]{#1},"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",1000,20510860,Linking is based on authors' claim.,,,
100005086010101,1000,"p562, Fig1A",10101,"""Figure 1. Identiﬁcation of CA2 Pyramidal Neurons (A) Typical ﬁring of CA1 <% 4000 %>, CA2 <% 3000 %>, and CA3 <% 2000 %> pyramidal neurons in response to a 1 s depolarizing current step. Inset shows an expanded trace to illustrate that the slow hyperpolarizing potential following the action potential in CA1 neurons (arrow) is lacking in CA2 neurons.""",fAHP,05,[Y:<%1000%>:fAHP]{#1},"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,0,,1000,20510860,Linking is based on authors' claim.,,,
100008086010101,1000,"p562, Fig1A",10101,"""Figure 1. Identiﬁcation of CA2 Pyramidal Neurons (A) Typical ﬁring of CA1 <% 4000 %>, CA2 <% 3000 %>, and CA3 <% 2000 %> pyramidal neurons in response to a 1 s depolarizing current step. Inset shows an expanded trace to illustrate that the slow hyperpolarizing potential following the action potential in CA1 neurons (arrow) is lacking in CA2 neurons.""",maxFR,08,[Y:<%1000%>:maxFR]{#1},"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,0,,1000,20510860,Linking is based on authors' claim.,,,
100009086010101,1000,"p562, Fig1A",10101,"""Figure 1. Identiﬁcation of CA2 Pyramidal Neurons (A) Typical ﬁring of CA1 <% 4000 %>, CA2 <% 3000 %>, and CA3 <% 2000 %> pyramidal neurons in response to a 1 s depolarizing current step. Inset shows an expanded trace to illustrate that the slow hyperpolarizing potential following the action potential in CA1 neurons (arrow) is lacking in CA2 neurons.""",sAHP,09,[Y:<%1000%>:sAHP]{#1},"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,0,,1000,20510860,Linking is based on authors' claim.,,,
100010311910401,1000,"p9008, Fig4A",10401,"""Figure 4. Intrinsic GC [granule cell] <% 1000 %> properties are similar in wild-type and knock-out dentate. A, A representative family of voltage responses to step current injections (from -0.5 to +0.5 nA; steps shown in inset) from a wild-type and a knock-out GC. Calibration: 10 mV (vertical), 25 msec (horizontal); inset, 0.2 nA (vertical), 25 msec (horizontal).""",sag,10,[Y:<%1000%>:sag]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).",1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,587
100006311920100,1000,"p9008, Tab1",20100,"""Table 1. Passive properties of p35 wild-type and knock-out GCs [granule cells] <% 1000 %>""",APampl,06,[Y:<%1000%>:APampl]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,592
100007311920100,1000,"p9008, Tab1",20100,"""Table 1. Passive properties of p35 wild-type and knock-out GCs [granule cells] <% 1000 %>""",APwidth,07,[Y:<%1000%>:APwidth]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl).",1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,593
100002311920100,1000,"p9008, Tab1",20100,"""Table 1. Passive properties of p35 wild-type and knock-out GCs [granule cells] <% 1000 %>""",Rin,02,[Y:<%1000%>:Rin]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,,1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,589
100003311920100,1000,"p9008, Tab1",20100,"""Table 1. Passive properties of p35 wild-type and knock-out GCs [granule cells] <% 1000 %>""",tau,03,[Y:<%1000%>:tau]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,,1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,590
100001311920100,1000,"p9008, Tab1",20100,"""Table 1. Passive properties of p35 wild-type and knock-out GCs [granule cells] <% 1000 %>""",Vrest,01,[Y:<%1000%>:Vrest]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,588
100004311920100,1000,"p9008, Tab1",20100,"""Table 1. Passive properties of p35 wild-type and knock-out GCs [granule cells] <% 1000 %>""",Vthresh,04,[Y:<%1000%>:Vthresh]{#1},"Patel LS, Wenzel HJ, Schwartzkroin PA.",Physiological and morphological characterization of dentate granule cells in the p35 knock-out mouse hippocampus: evidence for an epileptic circuit.,Journal of Neuroscience,2004,15483119,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",1000,15483119,All necessary morphological evidence is present in this self-same publication.,,,591
100002471120100,1000,"p97, Tab1",20100,"""Table 1 – Intrinsic and sAHP [slow afterhyperpolarization] properties [of cells in CA3 <% 2000 %> and the dentate gyrus <% 1000 %>]""",Rin,02,[Y:<%1000%>:Rin]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,,1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,655
100009471120100,1000,"p97, Tab1",20100,"""Table 1 – Intrinsic and sAHP [slow afterhyperpolarization] properties [of cells in CA3 <% 2000 %> and the dentate gyrus <% 1000 %>]""",sAHP,09,[Y:<%1000%>:sAHP]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,,1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,658
100003471120100,1000,"p97, Tab1",20100,"""Table 1 – Intrinsic and sAHP [slow afterhyperpolarization] properties [of cells in CA3 <% 2000 %> and the dentate gyrus <% 1000 %>]""",tau,03,[Y:<%1000%>:tau]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,,1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,656
100001471120100,1000,"p97, Tab1",20100,"""Table 1 – Intrinsic and sAHP [slow afterhyperpolarization] properties [of cells in CA3 <% 2000 %> and the dentate gyrus <% 1000 %>]""",Vrest,01,[Y:<%1000%>:Vrest]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,654
100004471120100,1000,"p97, Tab1",20100,"""Table 1 – Intrinsic and sAHP [slow afterhyperpolarization] properties [of cells in CA3 <% 2000 %> and the dentate gyrus <% 1000 %>]""",Vthresh,04,[Y:<%1000%>:Vthresh]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,657
100006471110301,1000,"p99, Fig3A",10301,"""Fig. 3 – Weak spike frequency adaptation in [dentate] granule cells <% 1000 %>. (A) Firing pattern of a GC [granule cell] with 15-Hz and 50-Hz initial firing rate (second and third interspike interval).""",APampl,06,[Y:<%1000%>:APampl]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,651
212102519420100,2121,"p14, Tab1",20100,"""Table 1. Summary of physiological properties of CA3 pyramidal cell""",Rin,02,[Y:<%2121%>:Rin]{#1},"Hunt D, Linaro D, Si B, Romani S, Spruston N.",A novel pyramidal cell type promotes sharp-wave synchronization in the hippocampus,Nature Neuroscience,2018,29915194,0,,2121,29915194,All necessary morphological evidence is present in this self-same publication.,,,
100005471110301,1000,"p99, Fig3A",10301,"""Fig. 3 – Weak spike frequency adaptation in [dentate] granule cells <% 1000 %>. (A) Firing pattern of a GC [granule cell] with 15-Hz and 50-Hz initial firing rate (second and third interspike interval).""",fAHP,05,[Y:<%1000%>:fAHP]{#1},"Podlogar M, Dietrich D.",Firing pattern of rat hippocampal neurons: a perforated patch clamp study.,Brain Resolution,2006,16584711,0,,1000,16584711,All necessary morphological evidence is present in this self-same publication.,,,650
100102768710201,1001,"p13758, Fig2A1",10201,"""Figure 2.  [Dentate] SGCs [semilunar granule cells] <% 1001 %> have less spike frequency adaptation than GCs [granule cells]. A1 , Responses to graded 2 s depolarizing steps. SGCs discharge throughout each suprathreshold step whereas GCs generate the vast majority of their spikes within the first 100 ms.""",Rin,02,[Y:<%1001%>:Rin]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,,1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,895
100103768710201,1001,"p13758, Fig2A1",10201,"""Figure 2.  [Dentate] SGCs [semilunar granule cells] <% 1001 %> have less spike frequency adaptation than GCs [granule cells]. A1 , Responses to graded 2 s depolarizing steps. SGCs discharge throughout each suprathreshold step whereas GCs generate the vast majority of their spikes within the first 100 ms.""",tau,03,[Y:<%1001%>:tau]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,,1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,896
100104768710201,1001,"p13758, Fig2A1",10201,"""Figure 2.  [Dentate] SGCs [semilunar granule cells] <% 1001 %> have less spike frequency adaptation than GCs [granule cells]. A1 , Responses to graded 2 s depolarizing steps. SGCs discharge throughout each suprathreshold step whereas GCs generate the vast majority of their spikes within the first 100 ms.""",Vthresh,04,[Y:<%1001%>:Vthresh]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,897
100108768710201,1001,"p13758, Fig2A1",10201,"""Figure 2.  [Dentate] SGCs [semilunar granule cells] <% 1001 %> have less spike frequency adaptation than GCs [granule cells]. A1 , Responses to graded 2 s depolarizing steps. SGCs discharge throughout each suprathreshold step whereas GCs generate the vast majority of their spikes within the first 100 ms.""",maxFR,08,[Y:<%1001%>:maxFR]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,,,,,,,
100105768710201,1001,"p13758, Fig2A2",10201,"""Figure 2.  [Dentate] SGCs [semilunar granule cells] <% 1001 %> have less spike frequency adaptation than GCs [granule cells]. ... A2 , Enlargement of the initial responses in the SGC and GC shown in A to a 200 and 400 pA steps, respectively. Most spikes in SGCs are preceded by slow ramp potentials (solid arrows) and are followed by prolonged afterhyperpolarizations (open arrows). Neither intrinsic response is recorded in GCs under control conditions. Action potentials truncated.""",fAHP,05,[Y:<%1001%>:fAHP]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,,1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,898
100102768730000,1001,"p13758, left bot",30000,"""Both input resistance (128.3 +/1 17.5 MOhm for SGCs vs 320.5 +/1 77.3 MOhm for GCs; n = 11 and 10, respectively; p < 0.05) and membrane time constant (19.6 +/1 3.4 ms for SGCs vs 28.3 +/1 10.6 ms for GCs; p < 0.05) also differ significantly between SGCs and control GCs.""",Rin,02,[Y:<%1001%>:Rin]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,,1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,
100103768730000,1001,"p13758, left bot",30000,"""Both input resistance (128.3 +/1 17.5 MOhm for SGCs vs 320.5 +/1 77.3 MOhm for GCs; n = 11 and 10, respectively; p < 0.05) and membrane time constant (19.6 +/1 3.4 ms for SGCs vs 28.3 +/1 10.6 ms for GCs; p < 0.05) also differ significantly between SGCs and control GCs.""",tau,03,[Y:<%1001%>:tau]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,,1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,
100106768730000,1001,"p13758, left top",30000,"""Both GCs [granule cells] and SGCs [semilunar granule cells] <% 1001 %> rest at relatively hyperpolarized membrane potentials (_74.7 +/- 6.3 and _78.0 +/- 8.1 mV, respectively; n = 10 and 11; p > 0.05) and have overshooting action potentials (AP amplitude, 79.0 +/- 4.9 and 85.6 +/- 2.3 mV, respectively; p = 0.05).""",APampl,06,[Y:<%1001%>:APampl]{#1},"Williams PA, Larimer P, Gao Y, Strowbridge BW.",Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer.,Journal of Neuroscience,2007,18077687,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",1001,18077687,All necessary morphological evidence is present in this self-same publication.,,,1005
