# ----------------------------------------
# All Web Site Data
# Landing Pages
# 20150101-20230701
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=CA3_SL&color1=red&id2_neuron=2000&val2_property=CA3_SL&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:00:20,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=CA3_SL&color1=red&id2_neuron=2004&val2_property=CA3_SL&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=CA3_SL&color1=red&id2_neuron=2044&val2_property=CA3_SL&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,5.00,00:05:51,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1001&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1064&val2_property=DG_H&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,6.00,00:21:25,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1002&val1_property=&color1=&id2_neuron=1002&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1002&val1_property=&color1=&id2_neuron=2042&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1002&val1_property=DG_H&color1=violetSoma&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,9.00,00:06:55,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1002&val1_property=DG_SMi&color1=red&id2_neuron=1000&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,4.00,00:01:51,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1004&val1_property=DG_SMo&color1=violet&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1004&val1_property=DG_SMo&color1=violet&id2_neuron=1001&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:21,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1004&val1_property=DG_SMo&color1=violet&id2_neuron=1005&val2_property=DG_SMo&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,9.00,00:17:18,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1006&val1_property=DG_SMo&color1=violet&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=-1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,7.00,00:09:10,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1006&val1_property=DG_SMo&color1=violet&id2_neuron=1005&val2_property=DG_SMo&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1007&val1_property=&color1=&id2_neuron=1010&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:05:20,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1007&val1_property=DG_SMo&color1=violetSoma&id2_neuron=1006&val2_property=DG_SMo&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1007&val1_property=DG_SMo&color1=violetSoma&id2_neuron=1007&val2_property=DG_SMo&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1007&val1_property=SUB_SM&color1=red&id2_neuron=5002&val2_property=SUB_SM&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,0.00%,2.00,00:00:06,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1009&val1_property=DG_SMi&color1=violet&id2_neuron=1000&val2_property=DG_SMi&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1010&val1_property=DG_SG&color1=violetSoma&id2_neuron=1006&val2_property=DG_SG&color2=blueSoma&connection_type=1&known_conn_flag=-1&axonic_basket_flag=1&page=1,1,100.00%,1,0.00%,3.00,00:00:07,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1013&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1013&val1_property=DG_SMo&color1=red&id2_neuron=1007&val2_property=DG_SMo&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,9.00,00:27:15,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1026&val1_property=DG_SMo&color1=red&id2_neuron=1007&val2_property=DG_SMo&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1035&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1036&val1_property=&color1=&id2_neuron=1036&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1036&val1_property=DG_SMo&color1=violet&id2_neuron=1036&val2_property=DG_SMo&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1040&val1_property=&color1=&id2_neuron=1036&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1043&val1_property=DG_SMi&color1=violet&id2_neuron=1006&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=2000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,5.00,00:18:14,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SR&color1=red&id2_neuron=4036&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:06,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SR&color1=red&id2_neuron=4078&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:08,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SR&color1=red&id2_neuron=4098&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:00:27,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SO&color1=violet&id2_neuron=2021&val2_property=CA3_SO&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,4.00,00:01:25,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=&color1=&id2_neuron=1002&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1000&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:05:33,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1005&val2_property=DG_SMi&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2009&val1_property=CA3_SLM&color1=red&id2_neuron=2000&val2_property=CA3_SLM&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,100.00%,1,0.00%,2.00,00:04:42,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2019&val1_property=CA3_SR&color1=red&id2_neuron=2004&val2_property=CA3_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:08,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2020&val1_property=&color1=&id2_neuron=2020&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2028&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2045&val2_property=CA3_SP&color2=violetSoma&connection_type=1&known_conn_flag=-1&axonic_basket_flag=1&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2035&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=&color1=&id2_neuron=2000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=2&page=1,1,0.00%,0,0.00%,2.00,00:00:16,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2000&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,1,0.00%,0,0.00%,4.00,00:07:32,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2004&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2045&val1_property=CA3_SR&color1=violet&id2_neuron=2043&val2_property=CA3_SR&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,6.00,00:01:36,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=2049&val1_property=CA3_SLM&color1=red&id2_neuron=2028&val2_property=CA3_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,12.00,00:07:52,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA1_SR&color1=red&id2_neuron=4093&val2_property=CA1_SR&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:16,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA2_SR&color1=violet&id2_neuron=3000&val2_property=CA2_SR&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA2_SR&color1=violet&id2_neuron=3008&val2_property=CA2_SR&color2=violet&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:02:14,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:02:06,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3003&val1_property=&color1=&id2_neuron=4087&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,0.00%,3.00,00:00:16,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3006&val1_property=CA2_SP&color1=violetSoma&id2_neuron=3000&val2_property=CA2_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,1,0.00%,0,0.00%,4.00,00:00:03,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=3008&val1_property=CA2_SR&color1=violet&id2_neuron=3000&val2_property=CA2_SR&color2=violet&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4003&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:01:35,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4036&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,100.00%,1,0.00%,7.00,00:02:38,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4036&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:24:16,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4081&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:20,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4011&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4011&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4079&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=&color1=&id2_neuron=4022&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,0.00%,5.00,00:02:05,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:05,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:04,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4015&val1_property=CA1_SR&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:12,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4020&val1_property=&color1=&id2_neuron=4069&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:01:16,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4020&val1_property=CA1_SO&color1=violet&id2_neuron=4022&val2_property=CA1_SO&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:00:02,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4020&val1_property=CA1_SO&color1=violet&id2_neuron=4069&val2_property=CA1_SO&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA1_SLM&color1=red&id2_neuron=4094&val2_property=CA1_SLM&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4035&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4039&val1_property=CA1_SP&color1=redSoma&id2_neuron=4080&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,1,0.00%,0,0.00%,2.00,00:00:48,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4054&val1_property=CA1_SO&color1=red&id2_neuron=4081&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:07,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4054&val1_property=CA1_SO&color1=red&id2_neuron=4098&val2_property=CA1_SO&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4055&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4035&val2_property=CA1_SO&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,3.00,00:04:58,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4068&val1_property=SUB_SM&color1=red&id2_neuron=5005&val2_property=SUB_SM&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4069&val1_property=CA1_SLM&color1=red&id2_neuron=4094&val2_property=CA1_SLM&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4078&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4079&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,1,0.00%,0,0.00%,4.00,00:22:28,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4079&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4078&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,1,0.00%,0,0.00%,2.00,00:00:06,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=&color1=&id2_neuron=4079&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,10.00,01:05:31,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SR&color1=violet&id2_neuron=4078&val2_property=CA1_SR&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:05,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SR&color1=violet&id2_neuron=4080&val2_property=CA1_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4081&val1_property=&color1=&id2_neuron=4069&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4089&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4084&val2_property=CA1_SO&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4094&val1_property=&color1=&id2_neuron=4012&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=4094&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:29,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=&color1=&id2_neuron=4012&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,16.00,01:04:31,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=CA1_SP&color1=red&id2_neuron=3007&val2_property=CA1_SP&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,0.00%,2.00,00:00:29,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6002&val1_property=DG_SMo&color1=red&id2_neuron=1035&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,16.00,00:27:52,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=&color1=&id2_neuron=6003&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,6.00,00:01:14,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=CA3_SLM&color1=red&id2_neuron=2000&val2_property=CA3_SLM&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,8.00,00:02:27,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=CA1_SLM&color1=red&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=CA1_SLM&color1=red&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=CA1_SLM&color1=red&id2_neuron=4036&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:24,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6092&val1_property=CA1_SLM&color1=red&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:00:06,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=6092&val1_property=CA1_SLM&color1=red&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:01:02,0.00%,0,$0.00
"/php/property_page_connectivity.php?neuron_show_only_value=Axons,,,Known&start=0&stop=10&neuron_show_only=1",1,0.00%,0,0.00%,14.00,00:15:19,0.00%,0,$0.00
/php/property_page_counts.php?id_neuron=1001&val_property=counts,1,0.00%,0,0.00%,91.00,00:50:43,0.00%,0,$0.00
/php/property_page_counts.php?id_neuron=1027&val_property=counts,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_counts.php?id_neuron=2028&val_property=counts,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_counts.php?id_neuron=4000&val_property=counts,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_counts.php?id_neuron=6003&val_property=counts,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=1000&amp;parameter=ASP.&amp;count=1&amp;page=1,1,0.00%,0,0.00%,5.00,00:27:59,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=1001&parameter=RASP.NASP&count=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=1002&parameter=D.NASP&count=1&page=1,1,0.00%,0,0.00%,2.00,00:18:46,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=1009&parameter=ASP.&count=1&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=1013&parameter=NASP&count=1&page=1,1,0.00%,0,0.00%,2.00,00:13:40,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=1035&parameter=NASP&count=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=2000&parameter=ASP.NASP&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:24,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=2000&parameter=PSWB&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:05,0.00%,0,$0.00
