Area,Cell type,Uniq ID,PMID/ISBN/DOI,Figure number,ReferenceID,Istim (pA),Tstim (ms),Reference ID,Transient 1,Transient 2,Transient 3,Transient 4,Steady State,Steady State,Notes,OVERALL FIRING PATTERN (old classification),Alternative classification,Delay (ms),PFS(ms),SWA (mV),,NISI, ISIAV (ms),SD (ms),Max ISI (ms),Min ISI (ms),1st ISI (ms),ISIAV1-2  (ms),ISIAV1-3 (ms),ISIAV1-4 (ms),Last ISI (ms),ISIAVn-n-1 (ms),ISIAVn-n-2 (ms),ISIAVn-n-3 (ms),MaxISI/MinISI,MaxISIn /ISIn-1,MaxISIn /ISIn+1,AI = (ISIAVn-n-2 - ISIAV1-3)/ ISIAVn-n-2,RDmax    (RDi=|ISIi-ISIAV|/ISIAV ),DF=(Delay-2 ISIAV1-2)/Delay,SF=(PSF-2 ISIAVn-n-1)/PSF,Tmax(scaled),ISImax(scaled),ISIav (scaled),SD(scaled),Slope,Intercept,Slope1,Intercept1,Css (Yc1),Xc1,Slope2,Intercept2,Slope3,Intercept3,Xc2,Yc2,F1-2,F1-2crit,F2-3,F2-3crit,F3-4,F3-4crit,P1-2,P2-3,P3-4,P1-2uv,P2-3uv,P3-4uv,,ISIi/ISIi-1,i,"ISIav(i,n)/ISI1,i-1",MaxISIj /ISIj-1,MaxISIj /ISIj+1,NISI_c, ISIAV (ms)_c,Max ISI (ms)_c,Min ISI (ms)_c,1st ISI (ms)_c,Tmax(scaled) _c,ISImax(scaled)_c,ISIav (scaled) _c,SD(scaled) _c,Slope_c,Intercept_c,no value_c,Intercept1_c,Css (Yc1) _c,Xc1_c,Slope2_c,Intercept2_c,Slope3_c,Intercept3_c,Xc2_c,Yc2_c,F1-2_c,F1-2crit_c,F2-3_c,F2-3crit_c,F3-4_c,F3-4crit_c,P1-2_c,P2-3_c,P3-4_c,P1-2uv_c,P2-3uv_c,P3-4uv_c, trace #,,,,,,,,Subtypes,,Original  FP names ,,OVERALL FIRING PATTERN,M_2p,C_2p,M_3p,C1_3p,C2_3p,M1_4p,C1_4p,M2_4p,C2_4p,N_ISI_cut_3p,N_ISI_cut_4p,F_12,F_crit_12,F_23,F_crit_23,F_34,F_crit_34,P_12,P_12_UV,P_23,P_23_UV,P_34,P_34_UV,M_FASP,C_FASP,N_ISI_cut_FASP,,,,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,ISI8,ISI9,ISI10,ISI11,ISI12,ISI13,ISI14,ISI15,ISI16,ISI17,ISI18,ISI19,ISI20,ISI21,ISI22,ISI23,ISI24,ISI25,ISI26,ISI27,ISI28,ISI29,ISI30,ISI31,ISI32,ISI33,ISI34,ISI35,ISI36,ISI37,ISI38,ISI39,ISI40,ISI41,ISI42,ISI43,ISI44,ISI45,ISI46,ISI47,ISI48,ISI49,ISI50,ISI51,ISI52,ISI53,ISI54,ISI55,ISI56,ISI57,ISI58,ISI59,ISI60,ISI61,ISI62,ISI63,ISI64,ISI65,ISI66,ISI67,ISI68,ISI69,ISI70,ISI71,ISI72,ISI73,ISI74,ISI75,ISI76,ISI77,ISI78,ISI79,ISI80,ISI81,ISI82,ISI83,ISI84,ISI85,ISI86,ISI87,ISI88,ISI89,ISI90,ISI91,ISI92,ISI93,ISI94,ISI95,ISI96,ISI97,ISI98,ISI99,ISI100,ISI101,ISI102,ISI103,ISI104,ISI105,ISI106,ISI107,ISI108,ISI109
CA3,Lucidum ORAX (i)03311,2013,9300769,Fig. 5B ,201365076910502,500,895.68344,,,,ASP.,,,,,ASP.,,3.5971,8.6331,0,,84,10.60294571,2.145577801,15.10791,5.03595,8.63304,6.834525,6.4748,6.1151,12.94963,12.949635,12.94964,12.7697825,3.000011914,1.166665508,1.312498697,0.500001544,0.525042367,-2.80001946,-1.999996525,175.1435975,3.000011914,2.105450951,0.426052245,0.006367083,1.599633889,0.014966539,1.341583325,2.368262923,68.59833171,0.035501736,1.126757918,0.004298551,1.842242159,22.92984582,1.940807262,3.047165922,1.441093791,1.171734617,1.441093791,1.396224952,1.441093791,2.24E-06,0.068491878,0.077204375,0.000150381,0.109392111,0.146339664,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,67,,,,,,,,2-013-1,Subtypes AND multi-behavior,,,ASP.,0.006367083,1.599633889,0.014966458,1.34158718,2.368263916,0.014966458,1.71428231,0.006367083,1.599633889,39,0,3.03230771,1.437878961,1.152724496,1.437878961,no value,no value,no value,1.05E-04,0.068490199,no value,no value,no value,no value,no value,no value,,,,8.63304,5.03601,5.75535,5.036,7.19425,5.03595,6.47485,7.91365,6.47484,7.91366,7.19425,8.63305,10.7914,7.9137,7.9136,10.7914,9.35254,9.35246,9.35256,9.35254,10.0719,10.07196,8.63314,10.0719,8.6331,12.2302,9.3525,10.7914,9.3525,11.5108,10.0719,10.072,10.07194,10.79136,11.51076,10.79138,10.07196,10.7914,12.9496,9.3525,10.072,12.2302,12.2302,11.51076,11.5108,11.51081,9.35253,10.0719,12.2302,11.51083,12.23023,12.23024,11.51076,12.94964,9.3525,12.94966,12.23022,10.79135,10.79137,11.5108,12.94963,10.79137,12.2302,12.94965,13.66907,10.79138,12.94962,12.94965,15.10791,11.5108,11.5108,10.79135,11.51081,13.66905,12.23022,12.23021,12.94965,12.23021,11.51079,12.94964,12.23021,12.94965,12.94964,12.94963,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Lucidum ORAX (i)03311,2013,9300769,"Fig. 5C, spiny neuron",201357076910503,70,498.223,,D.,,,,,,,D.,,301.943,0.033,0,,2,101.407,67.68567531,149.268,53.546,149.268,101.407,no value,no value,53.546,101.407,no value,no value,2.787659209,no value,2.787659209,no value,0.471969391,0.328303686,-6144.878788,1,2.787659209,1.893829604,1.264065949,-1.787659209,2.787659209,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,1,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,68,,,,,,,,2-013-1,Subtypes AND multi-behavior,,,D.NASP,-1.787659209,2.787659209,-1.787659209,2.787659209,2.787659209,-1.787659209,2.787659209,0,2.787659209,0,0,Infinity,161.4476388,no value,161.4476388,no value,no value,no value,1.58E-16,no value,no value,no value,no value,no value,no value,no value,,,,149.268,53.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Lucudum ORAX (i) 03311,2013,9300769,"Fig.8B, aspiny neuron",201362076910802,200,947.79905,,,,,,NASP,,,PSTUT,NASP,1.7847,14.11191,0,,74,12.63197486,3.035752745,35.33429,9.0617,10.3357,10.0201,9.93208,9.8880875,13.58967,12.820655,13.08273333,13.02726,3.899300352,2.909740642,2.682782922,0.240825312,1.797210284,-10.22889001,-0.816997841,102.015123,3.899300352,1.393996145,0.335009187,0.003524476,1.221763862,0.00434982,1.192995712,1.550162044,82.11060156,0.006329626,1.163362104,0.002099185,1.326688617,38.6074418,1.407732767,1.105310607,1.477376311,1.025111763,1.477376311,0.962184829,0.676875615,0.163974235,0.413761358,0.016558419,0.431731555,0.499048618,0.447369718,,2.909740642,59,1.17990277,2.909740642,2.682782922,15,14.380106,35.33429,10.61693,35.33429,16.98864926,3.328108031,1.354450486,0.554401395,-0.042538815,1.71496354,,,no value,no value,,,,,no value,no value,no value,no value,no value,no value,no value,no value,0.779019485,no value,no value,no value,no value,no value,69,,,,,,,,2-013-2,Subtypes AND multi-behavior,,,PSTUT,0.003524476,1.221763862,0.004066076,1.203711007,1.537569637,0.004010897,1.206448277,-0.001422885,1.652610252,59,59,1.10577523,1.47336709,no value,no value,no value,no value,0.163974235,no value,no value,no value,no value,no value,no value,no value,no value,,,,10.3357,9.7045,9.75604,9.75611,10.55385,12.7862,9.0617,11.31706,12.08034,9.81926,12.08034,11.36295,14.33575,11.3687,12.8781,12.0918,12.9239,12.0402,9.89384,12.06886,12.8608,11.35727,12.11483,10.63987,12.83209,12.11481,10.65136,12.81497,13.6183,11.32284,13.64129,12.87807,14.37016,12.18364,12.8436,11.36876,15.11047,11.36872,12.09755,12.1492,12.8379,12.83783,10.68007,13.5897,13.69868,13.69299,15.80487,10.63989,13.62983,14.32424,10.6112,11.3515,12.84938,14.33572,14.46198,10.58249,12.86083,13.5782,12.14345,35.33429,13.17076,11.42037,13.64131,14.37015,10.61693,14.29556,12.88953,12.92395,12.02296,12.90674,12.86084,13.60689,12.05164,13.58967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Lucidum ORAX (i)03311,2013,9300769,"Fig. 8C, aspiny neuron",201356076910803,20,500,,,,,,NASP,,,NASP,,87.209,73.256,0,,3,112.7906667,12.30595629,122.093,98.837,98.837,108.1395,112.7906667,no value,122.093,119.7675,112.7906667,no value,1.235296498,1.039602527,no value,0,0.123712955,-1.480007797,-2.269834553,2.42353572,1.235296498,1.141178573,0.124507586,0.096698917,1.024760331,no value,no value,1.024760331,no value,no value,no value,0.096698917,1.024760331,no value,no value,no value,no value,no value,no value,no value,no value,0.106905789,no value,no value,no value,no value,no value,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,70,,,,,,,,2-013-2,Subtypes AND multi-behavior,,,NASP,0.096698917,1.024760331,0.158418624,1,1.235296498,0.158418624,1,0.038093912,1.142974542,2,2,11.24878682,19,no value,no value,no value,no value,0.106905789,no value,no value,no value,no value,no value,no value,no value,no value,,,,98.837,117.442,122.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3 Lucidum-Radiatum (i)03300,2014,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,2-014-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3 Lucidum LAX (i)02310,2017,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,2-017-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Spiny lucidum (i) 01320p,2019,19339618,Fig.  5A,201965961810501,no value,834,,,,ASP.,,,,,ASP.,,22.131,57.655,0,,15,48.68726667,14.48772731,69.158,16.914,16.914,23.798,26.128,30.72625,56.857,61.488,57.40533333,58.4305,4.088802176,1.550905992,1.361967781,0.544850653,0.652599105,-1.150648412,-1.132963316,42.17778172,4.088802176,2.878518781,0.856552401,0.046222208,1.988103353,0.187745694,1.221842173,3.317984623,11.16479643,0.187745087,1.221845102,0.016444989,2.876857554,9.661479883,3.035740481,1.612180406,2.576927084,1.684652841,2.576927084,1.353136208,2.576927084,0.045608241,0.228878309,0.444893797,0.104944297,0.371924597,0.47783035,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,73,,,,,,,,2-019-1,Subtypes OR multi-behavior,,,ASP.,0.046222208,1.988103353,0.089371495,1.602558319,3.493217791,0.238570944,1.117917663,0.020353121,2.751688222,8,4,2.265878001,2.483725741,2.04124579,2.483725741,no value,no value,0.045608241,no value,0.230236556,no value,no value,no value,no value,no value,no value,,,,16.914,30.682,30.788,44.521,46.2,59.968,43.054,44.592,69.158,50.778,59.932,61.506,49.24,66.119,56.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Spiny lucidum (i) 01320p,2019,19339618,Fig.  5D,201962961810504,no value,1121.58,,,,,,PSTUT,,,PSTUT,,9.53,282.543,0,,7,116.3681429,157.1401573,428.879,14.22,428.879,222.507,180.821,140.71275,14.22,15.9485,83.90866667,68.0285,30.16026723,no value,26.58066315,-1.154974059,2.685536174,-45.69611752,0.887107449,27.12362869,30.16026723,8.183413703,11.05064398,-0.324003239,12.65796549,0,30.16026723,8.183413703,no value,0,30.16026723,0,8.183413703,no value,no value,0.341452324,0.1980069,2.928666554,5.050329058,1,0.1980069,0.433853901,0.566146099,0.144701612,0.409015968,0.409015968,0.5,,6.039603347,2,0.33218101,no value,13.62435699,5,73.9126,219.829,14.22,97.449,19.13600563,15.45914205,5.197791842,6.234256534,0.043636459,4.712566082,0,6.852953586,5.197791842,no value,0,5.887856093,0.109308726,4.041321227,16.89284036,5.887856093,no value,no value,no value,no value,no value,no value,0.683982519,0.316017481,0.644507614,no value,no value,no value,74,,,,,,,,2-019-2,Subtypes OR multi-behavior,,,PSTUT,-0.324003239,12.65796549,-3.505517275,97.11915961,9.900055578,-0.324003239,12.65796549,-0.324003239,12.65796549,0,0,1.331150899,4.283865714,no value,no value,no value,no value,0.433853901,no value,no value,no value,no value,no value,no value,no value,no value,,,,428.879,16.135,97.449,20.388,219.829,17.677,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3, CA3 Trilaminar (-)01113p        ,2020,15486016,Fig.3Aii ,202062601610301,300,510.948,,,,TSTUT.,,,.SLN,,TSTUT.SLN,ASP.SLN,6.097,247.5474,0,,34,7.427311765,1.813548434,12.7475,3.662,5.283,6.7175,7.501666667,7.45375,10.9587,11.8531,9.7313,8.896625,3.4810213,2.322922171,1.16323104,0.229119782,0.716300649,-1.203542726,0.904235714,67.51654833,3.4810213,2.028211842,0.495234417,0.006251425,1.822243908,0.006251579,1.822238733,79249093.79,12676651926,0.000811396,2.044341844,0.0055,1.883222618,34.36401142,2.072224678,1.12887133,1.804481608,1.000001806,1.804481608,0.931833174,0.554175779,0.482188238,0.688687958,0.559928623,0.47416546,0.499997875,0.49910263,,2.322922171,32,1.65761394,2.322922171,1.16323104,2,11.8531,12.7475,10.9587,12.7475,1,1.16323104,1.08161552,0.115421775,-0.16323104,1.16323104,,,no value,no value,,,,,no value,no value,no value,no value,no value,no value,no value,no value,4.33E-16,no value,no value,no value,no value,no value,75,,,,,,,,2-020-1,Single type,sudden periods of silence,,PSTUT,0.006203962,1.852755081,0.006203962,2.47678864,2.040326324,0.006203962,2.47678864,0.006203962,1.852755081,0,0,1.088729418,1.82213229,no value,no value,no value,no value,0.392142147,no value,no value,no value,no value,no value,0.21767415,1.071470511,3,,,T,5.283,8.152,9.07,7.31,6.409,6.363,7.319,6.392,8.198,7.285,7.323,6.376,7.301,6.397,7.318,8.194,6.401,10.033,9.149,7.302,7.305,3.662,6.413,5.459,6.38,7.301,5.48,10.946,8.215,8.2061,6.3926,5.4877,12.7475,10.9587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3  Interneuron Spec Oriens (i)01113,2021,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,2-021-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3 SO-SO (i)00003,2022,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,2-022-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3 Radiatum (i)03000,2023,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,2-023-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3 Axo-axonic (i) 22232,2028,22700932,Fig. 2A,202865093210201,no value,519.205,,,,ASP.,,,,AI<0.28; MaxISI/MinISI<2.5,NASP,ASP.-auto ,1.242,4.347,0,,46,11.04530435,1.402611883,14.264,8.459,8.459,9.077,9.085333333,9.65775,14.264,13.689,13.879,13.67075,1.68625133,1.087692542,no value,0.345389918,0.291408507,-13.61674718,-5.298136646,59.0643102,1.68625133,1.305745874,0.165812966,0.005762955,1.142169861,0.005762977,1.142167786,54959224.49,9536603261,0.005187139,1.164729752,0.04325415,1.02895036,3.566851874,1.183231508,1.438237504,1.650934533,0.99999807,0.605717538,1.036171742,1.650934533,0.024195996,0.424480835,0.292304823,0.101833588,0.499999951,0.484794588,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,79,,,,,,,,2-028-1,Single type,,,ASP.,0.005762955,1.142169861,0.005762955,1.142169861,1.640737676,0.005762955,1.142169861,0.005619753,1.157657716,0,0,1.536489446,1.641516071,1,1.641516071,no value,no value,0.024195996,no value,no value,no value,no value,no value,no value,no value,no value,,,,8.459,9.695,9.102,11.375,9.112,10.825,11.424,9.657,11.42,10.801,10.801,9.695,11.42,10.261,10.25,11.4,9.686,9.657,10.864,11.366,9.121,10.222,10.8594,11.9211,11.4293,11.9503,10.2654,11.3806,10.8351,10.8254,9.12106,12.52494,11.9552,11.4244,11.9406,14.2488,10.246,11.9649,9.1162,11.9743,10.266,12.539,13.046,14.259,13.114,14.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,MFA ORDEN (i)02332p,2035,10655521,Fig.1Cb,203565552110103,500,966.40373,,,,ASP.,,,,,ASP.,,3.13809,14.1843,0,,67,14.18382881,2.539277201,20.2621,6.3615,6.3615,7.159355,7.815696667,8.384935,18.09036,16.80615,16.35173333,17.329325,3.185113574,1.26370693,1.312065739,0.522026411,0.551496279,-3.562874232,-1.369683382,148.3856056,3.185113574,2.229635904,0.399163279,0.007414725,1.722407223,0.009477433,1.647931025,2.59423113,99.84772175,0.053814002,1.222736765,0.005784486,1.882748391,13.74179234,1.962237601,4.04698699,1.508382599,0.898652178,0.662961772,1.317601199,1.508382599,3.29E-05,0.218372471,0.07076228,0.000145665,0.368016061,0.233086817,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,80,,,,,,,,2-035-1,Single type,,,ASP.,0.007414725,1.722407223,0.009477391,1.647933656,2.594231334,0.0538137,1.222739449,0.005784425,1.882753264,48,9,3.755025835,1.503606879,1.021993899,1.503606879,no value,no value,no value,3.00E-04,0.218370646,no value,no value,no value,no value,no value,no value,,,,6.3615,7.95721,9.12838,10.09265,11.763,10.11185,10.68569,11.17209,11.75875,12.81472,13.32032,11.18275,13.30753,12.23873,13.92405,11.718206,12.243008,13.862179,14.427501,11.182753,14.9522949,13.8856441,12.253671,13.877113,14.90536,11.75234,14.9523,13.83231,12.27501,13.883504,14.943766,15.44508,14.36351,16.04668,12.81685,13.82379,16.56293,13.87284,14.39124,14.39976,15.47071,13.29471,14.41897,16.51813,16.55228,14.95017,16.5309,16.53095,15.46002,16.48615,14.42321,18.1608,17.01944,16.00827,13.87073,16.03813,16.4755,15.52824,18.08612,15.50694,18.1352,17.01094,16.03386,20.2621,15.4429,15.52194,18.09036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Mossy Fiber-Associated (i)03330p,2036,14734812,Fig.3B,203658481210302,400,980.24896,,,,ASP.,,NASP,,,ASP.NASP,,0.96064,20.62348,0,,51,18.75673882,3.514236134,23.17502,9.7951,9.7951,13.04127,12.68372333,12.22618,20.25804,20.987285,20.99516667,20.820335,2.36598095,1.280146669,1.183559593,0.39587413,0.477782354,-26.15121169,-1.035280661,96.66043022,2.36598095,1.914910396,0.358774911,0.008981747,1.512519847,0.029459541,1.183435823,2.11622293,31.66332786,0.028898681,1.188468909,0.002089156,1.984519216,29.69281694,2.046552154,2.355342976,1.607289463,1.37724739,1.607289463,1.071774736,1.607289463,0.001108827,0.011937145,0.398173679,0.008945933,0.030388821,0.476795605,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,81,,,,,,,,2-036-1,Single type,,,ASP.NASP,0.008981747,1.512519847,0.02945955,1.183436776,2.116224603,0.032869353,1.155557322,0.002792511,1.932083378,20,17,2.540608928,1.599495467,1.546155066,1.599495467,1.097255291,1.599495467,no value,0.008403558,0.011937015,no value,0.417664209,no value,no value,no value,no value,,,,9.7951,16.28744,11.96863,10.85355,10.85352,15.2148,13.01292,14.14221,11.88361,18.50346,14.8431,18.13177,16.65439,18.10339,19.55243,17.40726,18.84683,19.53353,17.40725,21.01091,19.55244,18.83738,21.01092,17.37889,22.4505,22.45995,16.67328,23.15611,21.744884,21.754333,17.3883453,22.4599467,20.258054,18.160111,21.010921,20.276945,20.27696,21.70708,21.74489,22.46939,18.10341,23.17502,19.58078,21.75435,21.74487,21.68818,22.4883,20.29584,21.01093,21.71653,20.25804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3 ,Mossy Fiber-Associated (i)03330p,2036,19339618,Fig.6,203665961810600,no value,1009.4574,,,,ASP.,,,,,ASP.,,48.062,9.45737,0,,11,85.97603909,24.59565551,130.23256,55.8139,55.8139,57.36435,60.4651,62.7907,114.72867,122.480615,119.3798433,112.0155075,2.333335603,1.150684893,1.135135272,0.493506623,0.514754127,-1.387097915,-24.90162276,15.94446061,2.333335603,1.54040551,0.440672583,0.07986897,0.982733945,0.079868967,0.982733911,51451490.83,644198765.6,0.078593663,1.063816951,0.079868959,0.982733999,63.57971808,6.060779887,7.730668019,3.178893104,0.947333985,0.314574906,1.055594052,3.178893104,0.000728634,0.592195609,0.38406825,0.004127797,0.482533845,0.482533893,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,82,,,,,,,,2-036-1,Single type,,,ASP.,0.07986897,0.982733945,0.085626033,0.959269063,2.148510763,0.085626033,1,0.07986897,0.982733945,9,0,7.541698222,2.978237016,1.550800911,2.978237016,no value,no value,no value,0.001220888,0.124216036,no value,no value,no value,no value,no value,no value,,,,55.8139,58.9148,66.6666,69.7675,79.0698,74.41854,93.02326,89.9225,113.1783,130.23256,114.72867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,CA3 Interneuron Spec Quad (i)03333p,2042,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,2-042-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
