Source_ID,Source_Name,Target_ID,Target_Name,Layers,Connection?,ePhysCType,RefIDs,Proper,Fuzzy-High,Fuzzy-Low,Amplitude,Kinetics,ST-Plasticity,LT-Plasticity
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2019,CA3 (i)01320p-DG_1100 Spiny Lucidum,CA3:SL; CA3:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2027,CA3 (i)00300 Lucidum,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2028,CA3 (i)22232 Axo-Axonic,CA3:SL; CA3:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2035,CA3 (i)02332p-DG_0001 Mossy Fiber-Associated ORDEN,CA3:SL; CA3:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2036,CA3 (i)03330p-DG_0001 Mossy Fiber-Associated,CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2042,CA3 (i)03333p-DG_0003 Interneuron Specific Quad,DG:H; CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2043,CA3 (i)22232 Basket,CA3:SL; CA3:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2044,CA3 (i)22232 Basket CCK+,CA3:SL; CA3:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2045,CA3 (i)03333 Bistratified,CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2046,CA3 (i)03333 Ivy,CA3:SL; CA3:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2049,CA3 (i)12222 QuadD-LM,CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2052,CA3 (i)00330 Bilayer Ivy,CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2115,CA3c (e)23223p-DG_0001-CA2_0100-CA1_0100 Umbrella Pyramidal,CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,2125,CA3 (i)02332 Mossy Fiber-Associated Basket CCK+,CA3:SL; CA3:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,3000,CA2 (e)2333p-DG_0001-CA3_01011-CA1_0111 Pyramidal,CA2:SP,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,3003,CA2 (i)0333p-CA1_0101 Bistratified,CA2:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,3006,CA2 (i)2232 Basket,CA2:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,3007,CA2 (i)2232p-CA3_00030-CA1_0030 Wide-Arbor Basket,CA3:SP; CA2:SP,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1001,DG (e)2311p-CA3_00100 Semilunar Granule,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1002,DG (e)0103 Mossy,DG:H,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1004,DG (i)3303 Total Molecular Layer,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1005,DG (i)3302 MOLAX,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1006,DG (i)3222 Outer Molecular Layer,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1009,DG (i)2322 HICAP,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1010,DG (i)2233 Axo-Axonic,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1013,DG (i)1002 HIPP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1014,DG (i)1003 Recurrent HIPP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1024,DG (i)3300 COM-MOPP,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1026,DG (i)1333p-CA3_01111 HIPROM,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1027,DG (i)2333 AIPRIM,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1035,DG (i)2232 Basket,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1036,DG (i)2232 Basket CCK+,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1040,DG (i)0331 MOCAP,DG:SMi; DG:SG,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1041,DG (e)2203p-CA3_00100 Hilar Ectopic Granule,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1043,DG (e)2323 Mossy MOLDEN,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1045,DG (i)0333 Ivy,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1046,DG (i)1102 HIPP-CAP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1047,DG (e)2203p-CA3_00100 Adult-Born Immature Granule,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1049,DG (i)1103 Recurrent HIPP-CAP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1063,DG (i)2210 Basket GRALDEN,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1064,DG (i)2210 Axo-axonic GRALDEN,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1075,DG (i)3300p-Sub_100 Wide-arbor Neurogliaform,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1078,DG (i)3200 Molecular Layer,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1094,DG (i)0003 Hilus-Associated Interneuron,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1103,DG (i)2201 Interneuron Specific HIPRO,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1105,DG (i)2203 Interneuron Specific HIMOLD,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,1106,DG (i)2322 Interneuron Specific IMOT,DG:SMi; DG:SG; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2000,CA3 (e)23223p-CA2_0101-CA1_0101 Pyramidal,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2004,CA3c (e)03223p-DG_0101-CA2_0101-CA1_0101-Sub_100 Pyramidal,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2005,CA3 (i)33200 LMR-Targeting,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2013,CA3 (i)03311 Lucidum ORAX,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2014,CA3 (i)03300 Lucidum-Radiatum,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2017,CA3 (i)02310 Lucidum LAX,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2019,CA3 (i)01320p-DG_1100 Spiny Lucidum,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2027,CA3 (i)00300 Lucidum,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2028,CA3 (i)22232 Axo-Axonic,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2035,CA3 (i)02332p-DG_0001 Mossy Fiber-Associated ORDEN,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2036,CA3 (i)03330p-DG_0001 Mossy Fiber-Associated,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2042,CA3 (i)03333p-DG_0003 Interneuron Specific Quad,DG:H; CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2043,CA3 (i)22232 Basket,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2044,CA3 (i)22232 Basket CCK+,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2045,CA3 (i)03333 Bistratified,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2046,CA3 (i)03333 Ivy,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2049,CA3 (i)12222 QuadD-LM,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2052,CA3 (i)00330 Bilayer Ivy,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2115,CA3c (e)23223p-DG_0001-CA2_0100-CA1_0100 Umbrella Pyramidal,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,DG (e)2311p-CA3_00100 Semilunar Granule,2125,CA3 (i)02332 Mossy Fiber-Associated Basket CCK+,CA3:SL,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,DG:SMi,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1001,DG (e)2311p-CA3_00100 Semilunar Granule,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1002,DG (e)0103 Mossy,DG:H,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1004,DG (i)3303 Total Molecular Layer,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1005,DG (i)3302 MOLAX,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1006,DG (i)3222 Outer Molecular Layer,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1009,DG (i)2322 HICAP,DG:SMi; DG:H,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1010,DG (i)2233 Axo-Axonic,DG:SMi; DG:H,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1013,DG (i)1002 HIPP,DG:H,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1014,DG (i)1003 Recurrent HIPP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1024,DG (i)3300 COM-MOPP,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1026,DG (i)1333p-CA3_01111 HIPROM,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1027,DG (i)2333 AIPRIM,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1035,DG (i)2232 Basket,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1036,DG (i)2232 Basket CCK+,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1040,DG (i)0331 MOCAP,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1041,DG (e)2203p-CA3_00100 Hilar Ectopic Granule,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1043,DG (e)2323 Mossy MOLDEN,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1045,DG (i)0333 Ivy,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1046,DG (i)1102 HIPP-CAP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1047,DG (e)2203p-CA3_00100 Adult-Born Immature Granule,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1049,DG (i)1103 Recurrent HIPP-CAP,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1063,DG (i)2210 Basket GRALDEN,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1064,DG (i)2210 Axo-axonic GRALDEN,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1075,DG (i)3300p-Sub_100 Wide-arbor Neurogliaform,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1078,DG (i)3200 Molecular Layer,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1094,DG (i)0003 Hilus-Associated Interneuron,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1103,DG (i)2201 Interneuron Specific HIPRO,DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1105,DG (i)2203 Interneuron Specific HIMOLD,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,1106,DG (i)2322 Interneuron Specific IMOT,DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1002,DG (e)0103 Mossy,2042,CA3 (i)03333p-DG_0003 Interneuron Specific Quad,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1000,DG (e)2201p-CA3_00110-CA2_0010 Granule,DG:SMo; DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1001,DG (e)2311p-CA3_00100 Semilunar Granule,DG:SMo; DG:SMi,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1002,DG (e)0103 Mossy,DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1004,DG (i)3303 Total Molecular Layer,DG:SMo; DG:SMi; DG:H,1,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1005,DG (i)3302 MOLAX,DG:SMo; DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1006,DG (i)3222 Outer Molecular Layer,DG:SMo; DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1007,DG (i)3000p-Sub_100 Neurogliaform,DG:SMo,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1008,DG (i)3000 MOPP,DG:SMo,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1009,DG (i)2322 HICAP,DG:SMo; DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1004,DG (i)3303 Total Molecular Layer,1010,DG (i)2233 Axo-Axonic,DG:SMo; DG:SMi; DG:H,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
