id,reference_ID,material_used,location_in_reference,PMID_or_ISBN,pmid_isbn_page,type,attachment,attachment_type,uniqueID,parameter,interpretation,interpretation_notes,linking_cell_id,linking_pmid_isbn,linking_pmid_isbn_page,linking_quote,linking_page_location,species_tag,strain,age,sections
20012,800000,"Fig. 7. A,B: Neurolucida reconstructions of superficial <% 5001 %> and deep subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cell in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7A1",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20013,800000,"Fig. 7. A,B: Neurolucida reconstructions of superficial <% 5001 %> and deep subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cell in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7A1",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20014,800000,"Fig. 7. A,B: Neurolucida reconstructions of superficial <% 5001 %> and deep subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cell in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7A1",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20015,800000,"Fig. 7. A,B: Neurolucida reconstructions of superficial <% 5001 %> and deep subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cell in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7A1",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20016,800000,"Fig. 7. A,B: Neurolucida reconstructions of superficial <% 5001 %> and deep subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cell in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7A1",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20017,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20018,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20019,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20020,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20021,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20022,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20023,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20024,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20025,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20026,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20027,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20028,800002,"Fig. 7. A,B: Neurolucida reconstructions of superficial and deep <% 5001 %> subicular cells. Somata and dendrites are shown in black. Dendritic spines are not drawn. Axons are shown in gray. Axonal varicosities and axonal extensions are not drawn. Local collaterals tended to be longer in the cell layer for superficially located cells. Deep cells tended to have axon collaterals that ascended close to the primary dendrite. All cells shown had axon collaterals that reached into the deep white matter, and in some cells, there were collaterals that crossed obliquely back across the cell layer toward CA1 or presubiculum. For this reason, all cells were considered to be projection cells. CA1 is to the left and presubiculum to the right in all figures. Cells in A1, A3, and B3 were reconstructed from horizontal slices. ... Scale bar = 500 [micro]m in B3 (applies to all sets A,B).","p499, Fig7B3",11406828,0,data,,NULL,5001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,120-450g,40-50 Thick
20029,800004,"Fig. 2. Neurolucida reconstruction of a neurobiotin-labeled subicular pyramidal neuron to illustrate axon collaterals that reach the apical dendrites of CA1. Regular spiking neuron in rat subiculum has an axon collateral that ascends obliquely into the distal apical dendritic region of CA1 where it appears to have several potential synaptic contact points, evidenced by axonal extensions. The putative terminals at about the boundary between the stratum radiatum and the stratum lacunosum/moleculare. Another collateral runs just beneath the cell layer and has a branch that ascends through the cell layer in the transitional region between CA1 and subiculum. (A) Neurolucida reconstruction. The cell layer is outlined by a dashed line. A dashed line segment in CA1 marks the approximate boundary between stratum radiatum and stratum lacunosum/moleculare. ... Scale bars: (A) 500 [micro]m;","p45, Fig2A",11259758,0,data,,NULL,5005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,"200-350g, 40-80PD",40-50 Thick
20030,800004,"Fig. 2. Neurolucida reconstruction of a neurobiotin-labeled subicular pyramidal neuron to illustrate axon collaterals that reach the apical dendrites of CA1. Regular spiking neuron in rat subiculum has an axon collateral that ascends obliquely into the distal apical dendritic region of CA1 where it appears to have several potential synaptic contact points, evidenced by axonal extensions. The putative terminals at about the boundary between the stratum radiatum and the stratum lacunosum/moleculare. Another collateral runs just beneath the cell layer and has a branch that ascends through the cell layer in the transitional region between CA1 and subiculum. (A) Neurolucida reconstruction. The cell layer is outlined by a dashed line. A dashed line segment in CA1 marks the approximate boundary between stratum radiatum and stratum lacunosum/moleculare. ... Scale bars: (A) 500 [micro]m;","p45, Fig2A",11259758,0,data,,NULL,5005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,"200-350g, 40-80PD",40-50 Thick
20031,800004,"Fig. 2. Neurolucida reconstruction of a neurobiotin-labeled subicular pyramidal neuron to illustrate axon collaterals that reach the apical dendrites of CA1. Regular spiking neuron in rat subiculum has an axon collateral that ascends obliquely into the distal apical dendritic region of CA1 where it appears to have several potential synaptic contact points, evidenced by axonal extensions. The putative terminals at about the boundary between the stratum radiatum and the stratum lacunosum/moleculare. Another collateral runs just beneath the cell layer and has a branch that ascends through the cell layer in the transitional region between CA1 and subiculum. (A) Neurolucida reconstruction. The cell layer is outlined by a dashed line. A dashed line segment in CA1 marks the approximate boundary between stratum radiatum and stratum lacunosum/moleculare. ... Scale bars: (A) 500 [micro]m;","p45, Fig2A",11259758,0,data,,NULL,5005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,"200-350g, 40-80PD",40-50 Thick
20032,800004,"Fig. 2. Neurolucida reconstruction of a neurobiotin-labeled subicular pyramidal neuron to illustrate axon collaterals that reach the apical dendrites of CA1. Regular spiking neuron in rat subiculum has an axon collateral that ascends obliquely into the distal apical dendritic region of CA1 where it appears to have several potential synaptic contact points, evidenced by axonal extensions. The putative terminals at about the boundary between the stratum radiatum and the stratum lacunosum/moleculare. Another collateral runs just beneath the cell layer and has a branch that ascends through the cell layer in the transitional region between CA1 and subiculum. (A) Neurolucida reconstruction. The cell layer is outlined by a dashed line. A dashed line segment in CA1 marks the approximate boundary between stratum radiatum and stratum lacunosum/moleculare. ... Scale bars: (A) 500 [micro]m;","p45, Fig2A",11259758,0,data,,NULL,5005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SD,"200-350g, 40-80PD",40-50 Thick
